ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number
EUK 1626458 Rev 0.xlsx - 29,D70450-2,2016-11-28,1.0,,1105.0,,,,,0.38,1105.0,1794.0,1794.0,[],0.0,1794.0,1794.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,29
EUK 1626458 Rev 0.xlsx - 30,A72517-3C32,2016-11-28,1.0,105.0,701.25,170.0,,,,0.19,976.25,1212.0,1212.0,[],0.0,1212.0,1212.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,30
EUK 1626458 Rev 0.xlsx - 31,A72517-3C32,2016-11-28,1.0,105.0,701.25,170.0,,,,0.19,976.25,1212.0,1212.0,[],0.0,1212.0,1212.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,31
EUK 1626458 Rev 0.xlsx - 32,A188955-1C32,2016-11-28,1.0,100.0,1827.5,170.0,,,,-0.61,2097.5,1306.0,1306.0,[],0.0,1306.0,1306.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,32
EUK 1626458 Rev 0.xlsx - 33,A188955-1C32,2016-11-28,1.0,100.0,1827.5,170.0,,,,-0.61,2097.5,1306.0,1306.0,[],0.0,1306.0,1306.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,33
EUK 1626458 Rev 0.xlsx - 34,D70438-2C32,2016-11-28,1.0,40.0,892.5,170.0,,,,0.09,1102.5,1216.0,1216.0,[],0.0,1216.0,1216.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,34
EUK 1626458 Rev 0.xlsx - 35,D70438-2C32,2016-11-28,1.0,40.0,892.5,170.0,,,,0.09,1102.5,1216.0,1216.0,[],0.0,1216.0,1216.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,35
EUK 1626458 Rev 0.xlsx - 36,A70323-15C32,2016-11-28,1.0,100.0,403.75,170.0,,,,0.48,673.75,1308.0,1308.0,[],0.0,1308.0,1308.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,36
EUK 1626458 Rev 0.xlsx - 37,A70323-15C32,2016-11-28,1.0,100.0,403.75,170.0,,,,0.48,673.75,1308.0,1308.0,[],0.0,1308.0,1308.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,37
EUK 1626458 Rev 0.xlsx - 38,CPLATE-NEX1,2016-11-28,1.0,55.0,892.5,170.0,,,,0.38,1117.5,1814.29,1814.29,[],0.0,1814.29,1814.29,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,38
EUK 1626458 Rev 0.xlsx - 39,CPLATE-NEX1,2016-11-28,1.0,55.0,892.5,170.0,,,,0.38,1117.5,1814.29,1814.29,[],0.0,1814.29,1814.29,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,39
EUK 1626458 Rev 0.xlsx - 40,A206182-1C32,2016-11-28,1.0,35.0,382.5,170.0,,,,0.38,587.5,953.73,953.73,[],0.0,953.73,953.73,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,40
EUK 1626458 Rev 0.xlsx - 41,A206182-,2016-11-28,1.0,75.0,850.0,340.0,,,,0.38,1265.0,2053.57,2053.57,[],0.0,2053.57,2053.57,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,41
EUK 1626458 Rev 0.xlsx - 42,A175350-1C32,2016-11-28,1.0,25.0,765.0,170.0,,,,0.12,960.0,1089.0,1089.0,[],0.0,1089.0,1089.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,42
EUK 1626458 Rev 0.xlsx - 43,A175350-1C32,2016-11-28,1.0,25.0,765.0,170.0,,,,0.12,960.0,1089.0,1089.0,[],0.0,1089.0,1089.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,43
EUK 1626458 Rev 0.xlsx - 44,A175352-1C32,2016-11-28,1.0,40.0,1785.0,170.0,,,,0.25,1995.0,2660.0,2660.0,[],0.0,2660.0,2660.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,44
EUK 1626458 Rev 0.xlsx - 45,A175352-1C32,2016-11-28,1.0,40.0,1785.0,170.0,,,,0.25,1995.0,2660.0,2660.0,[],0.0,2660.0,2660.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,45
EUK 1626458 Rev 0.xlsx - 46,A227478-2,2016-11-28,1.0,25.0,318.75,170.0,,,,0.38,513.75,834.01,834.01,[],0.0,834.01,834.01,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,46
EUK 1626458 Rev 0.xlsx - 47,D70538-7C32,2016-11-28,1.0,100.0,935.0,170.0,,,,0.38,1205.0,1956.17,1956.17,[],0.0,1956.17,1956.17,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,47
EUK 1626458 Rev 0.xlsx - 48,D70538-7C32,2016-11-28,1.0,100.0,935.0,170.0,,,,0.38,1205.0,1956.17,1956.17,[],0.0,1956.17,1956.17,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,48
EUK 1626458 Rev 0.xlsx - 49,A175354-1C32,2016-11-28,1.0,40.0,1275.0,170.0,,,,0.09,1485.0,1628.0,1628.0,[],0.0,1628.0,1628.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,49
EUK 1626458 Rev 0.xlsx - 50,A175354-1C32,2016-11-28,1.0,40.0,1275.0,170.0,,,,0.09,1485.0,1628.0,1628.0,[],0.0,1628.0,1628.0,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,50
EUK 1626458 Rev 0.xlsx - 51,A172529-1C32,2016-11-28,1.0,40.0,382.5,170.0,,,,0.38,592.5,961.85,961.85,[],0.0,961.85,961.85,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,51
EUK 1626458 Rev 0.xlsx - 52,A172539-,2016-11-28,1.0,,1785.0,,,,,0.38,1785.0,2897.73,2897.73,[],0.0,2897.73,2897.73,EUK 1626458 Rev 0.xlsx,CNOOC prev Nexen,52
EUK 1626458 Rev 01.xlsx - 1,A175306-1C32,2016-12-07,1.0,,1530.0,,,,,-1.12,1530.0,722.0,722.0,[],0.0,722.0,722.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,1
EUK 1626458 Rev 01.xlsx - 2,A187363-1C32,2016-12-07,1.0,,786.25,,,,,0.38,786.25,1276.5,1276.5,[],0.0,1276.5,1276.5,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,2
EUK 1626458 Rev 01.xlsx - 3,A187363-3C32,2016-12-07,1.0,,786.25,,,,,0.38,786.25,1276.5,1276.5,[],0.0,1276.5,1276.5,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,3
EUK 1626458 Rev 01.xlsx - 4,A187411-1C32,2016-12-07,1.0,,722.5,,,,,0.38,722.5,1173.0,1173.0,[],0.0,1173.0,1173.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,4
EUK 1626458 Rev 01.xlsx - 5,A187411-1C32,2016-12-07,1.0,,722.5,,,,,0.38,722.5,1173.0,1173.0,[],0.0,1173.0,1173.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,5
EUK 1626458 Rev 01.xlsx - 6,A209966-,2016-12-07,1.0,,1105.0,,,,,0.38,1105.0,1794.0,1794.0,[],0.0,1794.0,1794.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,6
EUK 1626458 Rev 01.xlsx - 7,A70261-11C32,2016-12-07,1.0,,1296.25,,,,,-0.8,1296.25,722.0,722.0,[],0.0,722.0,722.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,7
EUK 1626458 Rev 01.xlsx - 8,A71749-2C32,2016-12-07,1.0,,403.75,,,,,0.38,403.75,655.5,655.5,[],0.0,655.5,655.5,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,8
EUK 1626458 Rev 01.xlsx - 9,A71749-2C32,2016-12-07,1.0,,403.75,,,,,0.38,403.75,655.5,655.5,[],0.0,655.5,655.5,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,9
EUK 1626458 Rev 01.xlsx - 10,A70268-36C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,10
EUK 1626458 Rev 01.xlsx - 11,A70268-36C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,11
EUK 1626458 Rev 01.xlsx - 12,A114391-2C32,2016-12-07,1.0,,616.25,,,,,0.2,616.25,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,12
EUK 1626458 Rev 01.xlsx - 13,A114391-2C32,2016-12-07,1.0,,616.25,,,,,0.2,616.25,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,13
EUK 1626458 Rev 01.xlsx - 14,A950253-2C32,2016-12-07,1.0,,1530.0,,,,,-0.98,1530.0,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,14
EUK 1626458 Rev 01.xlsx - 15,A950253-,2016-12-07,1.0,,1785.0,,,,,-1.31,1785.0,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,15
EUK 1626458 Rev 01.xlsx - 16,A73054-14C32,2016-12-07,1.0,,1062.5,,,,,-0.37,1062.5,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,16
EUK 1626458 Rev 01.xlsx - 17,A73054-14C32,2016-12-07,1.0,,1062.5,,,,,-0.37,1062.5,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,17
EUK 1626458 Rev 01.xlsx - 18,A70268-37C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,18
EUK 1626458 Rev 01.xlsx - 19,A70268-37C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,19
EUK 1626458 Rev 01.xlsx - 20,A192300-1C32,2016-12-07,1.0,,913.75,,,,,-0.11,913.75,826.0,826.0,[],0.0,826.0,826.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,20
EUK 1626458 Rev 01.xlsx - 21,A192300-1C32,2016-12-07,1.0,,913.75,,,,,-0.11,913.75,826.0,826.0,[],0.0,826.0,826.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,21
EUK 1626458 Rev 01.xlsx - 22,A70323-14C32,2016-12-07,1.0,,403.75,,,,,0.75,403.75,1600.0,1600.0,[],0.0,1600.0,1600.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,22
EUK 1626458 Rev 01.xlsx - 23,A70323-14C32,2016-12-07,1.0,,403.75,,,,,0.75,403.75,1600.0,1600.0,[],0.0,1600.0,1600.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,23
EUK 1626458 Rev 01.xlsx - 24,118894-1C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,24
EUK 1626458 Rev 01.xlsx - 25,118894-1C32,2016-12-07,1.0,,807.5,,,,,0.08,807.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,25
EUK 1626458 Rev 01.xlsx - 26,D70437-2C32,2016-12-07,1.0,,488.75,,,,,0.37,488.75,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,26
EUK 1626458 Rev 01.xlsx - 27,D70437-2C32,2016-12-07,1.0,,488.75,,,,,0.37,488.75,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,27
EUK 1626458 Rev 01.xlsx - 28,D70450-2C32,2016-12-07,1.0,,850.0,,,,,0.38,850.0,1380.0,1380.0,[],0.0,1380.0,1380.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,28
EUK 1626458 Rev 01.xlsx - 29,D70450-2,2016-12-07,1.0,,1105.0,,,,,0.38,1105.0,1794.0,1794.0,[],0.0,1794.0,1794.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,29
EUK 1626458 Rev 01.xlsx - 30,A72517-3C32,2016-12-07,1.0,,701.25,,,,,0.09,701.25,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,30
EUK 1626458 Rev 01.xlsx - 31,A72517-3C32,2016-12-07,1.0,,701.25,,,,,0.09,701.25,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,31
EUK 1626458 Rev 01.xlsx - 32,A188955-1C32,2016-12-07,1.0,,1827.5,,,,,-1.08,1827.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,32
EUK 1626458 Rev 01.xlsx - 33,A188955-1C32,2016-12-07,1.0,,1827.5,,,,,-1.08,1827.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,33
EUK 1626458 Rev 01.xlsx - 34,D70438-2C32,2016-12-07,1.0,,892.5,,,,,-0.02,892.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,34
EUK 1626458 Rev 01.xlsx - 35,D70438-2C32,2016-12-07,1.0,,892.5,,,,,-0.02,892.5,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,35
EUK 1626458 Rev 01.xlsx - 36,A70323-15C32,2016-12-07,1.0,,403.75,,,,,0.54,403.75,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,36
EUK 1626458 Rev 01.xlsx - 37,A70323-15C32,2016-12-07,1.0,,403.75,,,,,0.54,403.75,878.0,878.0,[],0.0,878.0,878.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,37
EUK 1626458 Rev 01.xlsx - 38,CPLATE-NEX1,2016-12-07,1.0,,892.5,,,,,0.38,892.5,1449.0,1449.0,[],0.0,1449.0,1449.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,38
EUK 1626458 Rev 01.xlsx - 39,CPLATE-NEX1,2016-12-07,1.0,,892.5,,,,,0.38,892.5,1449.0,1449.0,[],0.0,1449.0,1449.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,39
EUK 1626458 Rev 01.xlsx - 40,A206182-1C32,2016-12-07,1.0,,382.5,,,,,0.38,382.5,621.0,621.0,[],0.0,621.0,621.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,40
EUK 1626458 Rev 01.xlsx - 41,A206182-,2016-12-07,1.0,,850.0,,,,,0.38,850.0,1380.0,1380.0,[],0.0,1380.0,1380.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,41
EUK 1626458 Rev 01.xlsx - 42,A175350-1C32,2016-12-07,1.0,,765.0,,,,,0.01,765.0,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,42
EUK 1626458 Rev 01.xlsx - 43,A175350-1C32,2016-12-07,1.0,,765.0,,,,,0.01,765.0,774.0,774.0,[],0.0,774.0,774.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,43
EUK 1626458 Rev 01.xlsx - 44,A175352-1C32,2016-12-07,1.0,,1785.0,,,,,0.23,1785.0,2322.0,2322.0,[],0.0,2322.0,2322.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,44
EUK 1626458 Rev 01.xlsx - 45,A175352-1C32,2016-12-07,1.0,,1785.0,,,,,0.23,1785.0,2322.0,2322.0,[],0.0,2322.0,2322.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,45
EUK 1626458 Rev 01.xlsx - 46,A227478-2,2016-12-07,1.0,,318.75,,,,,0.38,318.75,517.5,517.5,[],0.0,517.5,517.5,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,46
EUK 1626458 Rev 01.xlsx - 47,D70538-7C32,2016-12-07,1.0,,935.0,,,,,0.38,935.0,1518.0,1518.0,[],0.0,1518.0,1518.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,47
EUK 1626458 Rev 01.xlsx - 48,D70538-7C32,2016-12-07,1.0,,935.0,,,,,0.38,935.0,1518.0,1518.0,[],0.0,1518.0,1518.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,48
EUK 1626458 Rev 01.xlsx - 49,A175354-1C32,2016-12-07,1.0,,1275.0,,,,,0.01,1275.0,1290.0,1290.0,[],0.0,1290.0,1290.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,49
EUK 1626458 Rev 01.xlsx - 50,A175354-1C32,2016-12-07,1.0,,1275.0,,,,,0.01,1275.0,1290.0,1290.0,[],0.0,1290.0,1290.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,50
EUK 1626458 Rev 01.xlsx - 51,A172529-1C32,2016-12-07,1.0,,382.5,,,,,0.38,382.5,621.0,621.0,[],0.0,621.0,621.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,51
EUK 1626458 Rev 01.xlsx - 52,A172539-,2016-12-07,1.0,,1785.0,,,,,0.38,1785.0,2898.0,2898.0,[],0.0,2898.0,2898.0,EUK 1626458 Rev 01.xlsx,CNOOC prev Nexen,52
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 1,A175306-1C32,2017-01-26,1.0,,1530.0,,,,,-1.12,1530.0,722.0,722.0,[],0.0,722.0,722.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,1
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 2,A187363-1C32,2017-01-26,1.0,,786.25,,,,,0.21,786.25,995.25,1276.5,[],0.0,995.25,1276.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,2
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 3,A187363-3C32,2017-01-26,1.0,,786.25,,,,,0.21,786.25,995.25,1276.5,[],0.0,995.25,1276.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,3
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 4,A187411-1C32,2017-01-26,1.0,,722.5,,,,,0.25,722.5,963.33,1173.0,[],0.0,963.33,1173.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,4
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 5,A187411-1C32,2017-01-26,1.0,,722.5,,,,,0.25,722.5,963.33,1173.0,[],0.0,963.33,1173.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,5
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 6,A209966-,2017-01-26,1.0,,1105.0,,,,,0.38,1105.0,1794.0,1982370.0,[],0.0,1794.0,1982370.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,6
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 7,A70261-11C32,2017-01-26,1.0,,1296.25,,,,,-0.8,1296.25,722.0,935893.81,[],0.0,722.0,935893.81,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,7
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 8,A71749-2C32,2017-01-26,1.0,,403.75,,,,,0.38,403.75,655.5,264657.97,[],0.0,655.5,264657.97,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,8
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 9,A71749-2C32,2017-01-26,1.0,,403.75,,,,,0.38,403.75,655.5,264657.97,[],0.0,655.5,264657.97,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,9
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 10,A70268-36C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.44,[],0.0,878.0,708985.44,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,10
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 11,A70268-36C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.44,[],0.0,878.0,708985.44,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,11
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 12,A114391-2C32,2017-01-26,1.0,,616.25,,,,,0.2,616.25,774.0,476977.56,[],0.0,774.0,476977.56,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,12
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 13,A114391-2C32,2017-01-26,1.0,,616.25,,,,,0.2,616.25,774.0,476977.56,[],0.0,774.0,476977.56,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,13
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 14,A950253-2C32,2017-01-26,1.0,,1530.0,,,,,-0.98,1530.0,774.0,1184220.12,[],0.0,774.0,1184220.12,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,14
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 15,A950253-,2017-01-26,1.0,,1785.0,,,,,-1.31,1785.0,774.0,1381590.0,[],0.0,774.0,1381590.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,15
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 16,A73054-14C32,2017-01-26,1.0,,1062.5,,,,,-0.37,1062.5,774.0,822375.0,[],0.0,774.0,822375.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,16
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 17,A73054-14C32,2017-01-26,1.0,,1062.5,,,,,-0.37,1062.5,774.0,822375.0,[],0.0,774.0,822375.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,17
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 18,A70268-37C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.5,[],0.0,878.0,708985.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,18
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 19,A70268-37C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.5,[],0.0,878.0,708985.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,19
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 20,A192300-1C32,2017-01-26,1.0,,913.75,,,,,-0.11,913.75,826.0,754757.5,[],0.0,826.0,754757.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,20
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 21,A192300-1C32,2017-01-26,1.0,,913.75,,,,,-0.11,913.75,826.0,754757.5,[],0.0,826.0,754757.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,21
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 22,A70323-14C32,2017-01-26,1.0,,403.75,,,,,0.75,403.75,1600.0,1600.0,[],0.0,1600.0,1600.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,22
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 23,A70323-14C32,2017-01-26,1.0,,403.75,,,,,0.75,403.75,1600.0,1600.0,[],0.0,1600.0,1600.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,23
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 24,118894-1C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.5,[],0.0,878.0,708985.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,24
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 25,118894-1C32,2017-01-26,1.0,,807.5,,,,,0.08,807.5,878.0,708985.5,[],0.0,878.0,708985.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,25
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 26,D70437-2C32,2017-01-26,1.0,,488.75,,,,,0.37,488.75,774.0,378292.5,[],0.0,774.0,378292.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,26
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 27,D70437-2C32,2017-01-26,1.0,,488.75,,,,,0.37,488.75,774.0,378292.5,[],0.0,774.0,378292.5,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,27
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 28,D70450-2C32,2017-01-26,1.0,,850.0,,,,,0.38,850.0,1380.0,1172999.38,[],0.0,1380.0,1172999.38,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,28
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 29,D70450-2,2017-01-26,1.0,,1105.0,,,,,0.38,1105.0,1794.0,1982370.0,[],0.0,1794.0,1982370.0,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,29
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 30,A72517-3C32,2017-01-26,1.0,,701.25,,,,,0.09,701.25,774.0,542767.88,[],0.0,774.0,542767.88,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,30
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 31,A72517-3C32,2017-01-26,1.0,,701.25,,,,,0.09,701.25,774.0,542767.88,[],0.0,774.0,542767.88,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,31
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 32,A188955-1C32,2017-01-26,1.0,,1827.5,,,,,-1.08,1827.5,878.0,1604545.62,[],0.0,878.0,1604545.62,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,32
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 33,A188955-1C32,2017-01-26,1.0,,1827.5,,,,,-1.08,1827.5,878.0,1604545.62,[],0.0,878.0,1604545.62,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,33
EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx - 34,D70438-2C32,2017-01-26,1.0,,892.5,,,,,-0.02,892.5,878.0,783615.38,[],0.0,878.0,783615.38,EUK 1626458 Rev 02 MA OMP offer to George Harrison.xlsx,CNOOC prev Nexen,34
