,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
845,A133193-2,1879464,29.4,88.2,0.67,2019-08-23,1.0
846,A133193-3,1879464,29.4,88.2,0.67,2019-08-23,1.0
847,A133193-4,1879464,29.4,84.0,0.65,2019-08-23,1.0
848,A133193-5,1879464,29.4,84.0,0.65,2019-08-23,1.0
849,A133172-4,1879464,96.6,289.8,0.67,2019-08-23,1.0
850,A133182-1,1879464,508.2,1190.0,0.57,2019-08-23,1.0
851,195000-250,1879464,0.69,2.76,0.75,2019-08-23,2.0
852,193521-1,1879464,26.42,78.98,0.67,2019-08-23,1.0
853,H133930-19,1879464,228.9,780.0,0.71,2019-08-23,1.0
854,H133602-6,1879464,2865.4,2307.65,-0.24,2019-08-23,1.0
855,H300411-20,1879464,21.26,63.78,0.67,2019-08-23,8.0
856,H301101-1,1879464,5.36,12.8,0.58,2019-08-23,8.0
857,H133530-12,1879464,356.38,344.35,-0.03,2019-08-23,2.0
858,A133664-3,1879464,1657.95,1616.0,-0.03,2019-08-23,1.0
859,A133144-6,1879464,55.09,135.0,0.59,2019-08-23,2.0
860,195000-379,1879464,7.22,28.88,0.75,2019-08-23,2.0
861,A300106-4,1879464,0.27,1.04,0.74,2019-08-23,9.0
862,29070-31,1879464,1653.75,3307.5,0.5,2019-08-23,1.0
863,A133662-7,1879464,3272.5,5454.17,0.4,2019-08-23,1.0
864,195000-246,1879464,0.86,2.96,0.71,2019-08-23,1.0
865,A200971-1,1879464,89.43,268.29,0.67,2019-08-23,1.0
866,D130320-2,1879464,31.5,94.5,0.67,2019-08-23,1.0
867,A133153-6,1879464,102.9,205.8,0.5,2019-08-23,1.0
868,A133663-3,1879464,1067.5,2135.01,0.5,2019-08-23,1.0
869,A133156-6,1879464,1274.0,2547.99,0.5,2019-08-23,1.0
870,195000-243,1879464,0.65,2.6,0.75,2019-08-23,1.0
871,A0001-04-24,1879464,12.41,37.22,0.67,2019-08-23,8.0
872,195000-250,1879464,0.69,2.76,0.75,2019-08-23,1.0
873,A133188-9,1879464,35.7,102.0,0.65,2019-08-23,1.0
874,A133189-2,1879464,56.42,169.26,0.67,2019-08-23,1.0
875,A301046-343,1879464,11.57,43.23,0.73,2019-08-23,4.0
876,191055-17,1879464,0.07,2.8,0.98,2019-08-23,4.0
877,87764-2,1879464,5.26,20.24,0.74,2019-08-23,1.0
878,A301046-354,1879464,11.36,30.81,0.63,2019-08-23,8.0
879,190853-13,1879464,63.47,190.41,0.67,2019-08-23,1.0
880,A133667-4,1879464,2028.97,3381.62,0.4,2019-08-23,1.0
881,A300172-129,1879464,5.54,27.56,0.8,2019-08-23,2.0
882,200008-148,1879464,8.84,35.36,0.75,2019-08-23,1.0
883,199548-11,1879464,11.98,31.5,0.62,2019-08-23,1.0
884,D130387-3,1879464,2306.85,3844.75,0.4,2019-08-23,1.0
885,193413-216,1879464,65.63,184.5,0.64,2019-08-23,3.0
886,200829-13,1879464,25.91,77.74,0.67,2019-08-23,1.0
887,A301133-4,1879464,51.47,154.41,0.67,2019-08-23,1.0
888,D130168-1,1879464,14.49,43.47,0.67,2019-08-23,3.0
889,A130076-1,1879464,6.18,32.49,0.81,2019-08-23,1.0
890,170617,1879464,16.76,45.18,0.63,2019-08-23,1.0
891,A949746-1,2059306,385.0,770.0,0.5,2019-08-26,1.0
892,A71026-7,2059306,4499.25,7498.75,0.4,2019-08-26,1.0
893,89006,2059306,52.15,156.45,0.67,2019-08-26,1.0
894,H300543-61,2059306,810.0,1620.0,0.5,2019-08-26,1.0
895,H130151-16,302513,962.85,1138.5,0.15,2019-09-26,1.0
896,H133531-8,302513,487.57,900.0,0.46,2019-09-26,1.0
897,195000-225,302513,0.23,2.7,0.91,2019-09-26,1.0
898,A301115-14,302513,28.85,113.25,0.75,2019-09-26,8.0
899,195000-350,302513,1.25,2.51,0.5,2019-09-26,1.0
900,H133530-13,302513,271.62,390.25,0.3,2019-09-26,2.0
901,H300430-16,302513,73.94,221.82,0.67,2019-09-26,2.0
902,H130151-9,302513,809.55,1619.1,0.5,2019-09-26,4.0
903,H133531-17,302513,1005.83,1660.19,0.39,2019-09-26,4.0
904,H133531-33,302513,1555.07,3110.13,0.5,2019-09-26,4.0
905,193474-227,302513,1.53,6.12,0.75,2019-09-26,4.0
906,193474-244,302513,3.56,14.24,0.75,2019-09-26,4.0
907,195000-360,302513,1.85,7.4,0.75,2019-09-26,4.0
908,A301115-25,302513,8.9,35.6,0.75,2019-09-26,48.0
909,H300430-16,302513,73.94,221.82,0.67,2019-09-26,8.0
910,H133530-33,302513,166.42,332.84,0.5,2019-09-26,8.0
911,201510-162,302513,6.65,26.6,0.75,2019-09-26,4.0
912,H300411-122,302513,18.98,56.94,0.67,2019-09-26,48.0
913,H130151-21,302536,298.2,231.07,-0.29,2019-10-15,2.0
914,H300411-3,302536,9.32,37.28,0.75,2019-10-15,16.0
915,H130151-69,302536,172.2,270.0,0.36,2019-10-15,5.0
916,A300067-127,302536,62.79,188.37,0.67,2019-10-15,16.0
917,H300411-20,302536,8.12,32.48,0.75,2019-10-15,16.0
918,"H130151-62
",302536,252.0,204.0,-0.24,2019-10-15,5.0
919,A301046-480,302536,12.5,37.5,0.67,2019-10-15,16.0
920,199595-28,302536,3.52,22.16,0.84,2019-10-15,20.0
921,199595-33,302536,3.4,18.0,0.81,2019-10-15,20.0
922,H130894-2,302536,38.73,93.83,0.59,2019-10-15,10.0
923,D70364-2 REF,2091694,8505.4,16356.55,0.48,2019-10-08,2.0
924,H135812-1 REF,2091694,10371.79,19945.76,0.48,2019-10-08,2.0
925,A312950-1,2091694,6312.82,12140.04,0.48,2019-10-08,2.0
926,A312951-1,2091694,7569.23,14556.21,0.48,2019-10-08,2.0
927,A73258-2,2091694,3798.4,7304.61,0.48,2019-10-08,2.0
928,A73258-1,2091694,3798.4,7304.61,0.48,2019-10-08,2.0
929,A73258-1 REF,2091694,3798.4,7304.61,0.48,2019-10-08,2.0
930,A301115-69,2004469,25.08,75.24,0.67,2019-11-01,8.0
931,H71317-30,2004469,243.6,487.2,0.5,2019-11-01,1.0
932,A301115-69,2004469,25.08,75.24,0.67,2019-11-01,16.0
933,A936111-3,2004469,2730.0,4357.5,0.37,2019-11-01,3.0
934,H90025-5,2004469,306.6,613.2,0.5,2019-11-01,3.0
935,A301046-1613,2004469,17.83,53.49,0.67,2019-11-01,12.0
936,191055-17,2004469,0.05,2.8,0.98,2019-11-01,4.0
937,H300667-6,2004469,31.63,94.89,0.67,2019-11-01,1.0
938,201182-75,2004469,67.69,236.01,0.71,2019-11-01,3.0
939,R102668-2,2004469,534.71,903.0,0.41,2019-11-01,3.0
940,123813,2004469,174.3,348.6,0.5,2019-11-01,5.0
941,A301046-451,2004469,14.26,78.75,0.82,2019-11-01,12.0
942,H300284-2,2004469,6.0,18.0,0.67,2019-11-01,1.0
943,H130123-20,2004469,0.0,0.0,,2019-11-01,2.0
944,A300136-3 ALTERNATIVE TO A300136-1 ,2004469,478.85,957.69,0.5,2019-11-01,1.0
945,H71132-1,2004469,207.9,415.8,0.5,2019-11-01,1.0
946,A142922-1,2004469,2465.28,4363.33,0.44,2019-11-01,1.0
947,A951651-2,2004469,329.21,704.0,0.53,2019-11-01,1.0
948,H300150-144,2004469,247.96,495.94,0.5,2019-11-01,5.0
949,A142922-3,2004469,2616.64,4675.0,0.44,2019-11-01,1.0
950,A951651-1,2004469,336.78,726.0,0.54,2019-11-01,1.0
951,H72112-2 ,2004469,333.9,667.8,0.5,2019-11-01,2.0
952,A145151,2004469,32.17,96.51,0.67,2019-11-01,3.0
953,193474-454,2004469,24.28,72.84,0.67,2019-11-07,1.0
954,72094,2004469,2.9,8.7,0.67,2019-11-07,45.0
955,A70257-4C26,2004469,4722.9,8587.09,0.45,2019-11-07,1.0
956,D70433-1C26,2004469,700.09,1400.19,0.5,2019-11-07,1.0
957,A70260-1C26,2004469,689.06,1378.13,0.5,2019-11-07,1.0
958,H300664-4,2004469,2.44,9.76,0.75,2019-11-07,2.0
959,H301275-225,2004469,61.74,185.22,0.67,2019-11-07,8.0
960,A949396-1,2004469,4647.55,6663.29,0.3,2019-11-07,1.0
961,A949397-1,2004469,1498.0,2140.33,0.3,2019-11-07,2.0
962,H130151-16,2004469,616.5,1138.5,0.46,2019-11-07,1.0
963,H133530-13,2004469,236.63,390.25,0.39,2019-11-07,2.0
964,H300430-16,2004469,70.42,221.82,0.68,2019-11-07,2.0
965,195143-26,2004469,3.12,12.0,0.74,2019-11-07,1.0
966,H72112-2,2004469,282.0,667.8,0.58,2019-11-07,3.0
967,A130076-1,2004469,6.18,32.49,0.81,2019-11-07,1.0
968,191055-17,2004469,0.13,2.8,0.95,2019-11-07,4.0
969,H300667-6,2004469,30.12,94.89,0.68,2019-11-07,1.0
970,A142947-4,2004469,1008.95,1805.95,0.44,2019-11-07,1.0
971,H300284-2,2004469,4.28,18.0,0.76,2019-11-08,1.0
972,H300220-1,2004469,6.18,34.92,0.82,2019-11-09,3.0
973,H71132-1,2004469,628.0,1256.0,0.5,2019-11-09,1.0
974,H70277-21 REPLACED BY 302231,2004469,200.0,379.04,0.47,2019-11-09,1.0
975,32030,2004469,92.01,267.26,0.66,2019-11-09,1.0
976,89107,2004469,33.19,132.3,0.75,2019-11-09,1.0
977,A949074-1,2004469,4150.91,7187.73,0.42,2019-11-09,1.0
978,89004,2004469,124.53,249.06,0.5,2019-11-09,1.0
979,A301116-9,2004469,26.25,78.75,0.67,2019-11-09,8.0
980,A949741-1,2004469,836.96,1673.91,0.5,2019-11-09,1.0
981,A949746-1,2004469,423.5,770.0,0.45,2019-11-09,1.0
982,A949764-1,2004469,255.49,779.6,0.67,2019-11-09,1.0
983,139738,2004469,20.55,64.74,0.68,2019-11-09,2.0
984,H300430-16,2004469,70.42,221.82,0.68,2019-11-09,2.0
985,195143-26,2004469,3.12,12.0,0.74,2019-11-09,1.0
986,H72112-2,2004469,282.0,667.8,0.58,2019-11-09,3.0
987,A130076-1,2004469,6.18,32.49,0.81,2019-11-09,1.0
988,191055-17,2004469,0.13,2.8,0.95,2019-11-09,4.0
989,H300667-4,2004469,30.12,75.3,0.6,2019-11-09,1.0
990,H130895-2,2004469,7.06,28.24,0.75,2019-11-09,1.0
991,A949545-1,2004469,0.0,0.0,,2019-11-09,1.0
992,A130919-1,2004469,19.67,19.67,0.0,2019-11-09,1.0
993,H300667-6,2004469,30.12,94.89,0.68,2019-11-09,1.0
994,H300667-8,2004469,11.59,220.2,0.95,2019-11-09,1.0
995,201833-18,2004469,71.12,371.1,0.81,2019-11-11,1.0
996,193474-226,2004469,1.36,5.48,0.75,2019-11-11,1.0
997,A133190-1,2004469,39.9,51.99,0.23,2019-11-11,2.0
998,A133190-5,2004469,39.9,119.7,0.67,2019-11-11,1.0
999,193474-238,2004469,2.52,10.08,0.75,2019-11-11,2.0
1000,A300996-2,2004469,288.24,697.94,0.59,2019-11-11,1.0
1001,A930179-1,2004469,186.9,598.5,0.69,2019-11-11,1.0
1002,A133660-2,2004469,1014.3,2028.6,0.5,2019-11-11,1.0
1003,195000-368,2004469,3.12,11.88,0.74,2019-11-11,2.0
1004,A300106-4,2004469,0.27,1.04,0.74,2019-11-11,8.0
1005,A301339-3,2004469,52.74,261.36,0.8,2019-11-11,1.0
1006,D130320-1,2004469,54.88,156.81,0.65,2019-11-11,1.0
1007,195000-234,2004469,0.47,1.4,0.66,2019-11-11,1.0
1008,A301046-398,2004469,19.69,59.07,0.67,2019-11-11,8.0
1009,195000-241,2004469,0.66,1.96,0.66,2019-11-11,1.0
1010,A133188-1,2004469,28.54,88.11,0.68,2019-11-11,1.0
1011,A133189-1,2004469,22.93,65.52,0.65,2019-11-11,1.0
1012,A301046-343,2004469,10.85,43.23,0.75,2019-11-11,4.0
1013,191055-17,2004469,0.06,2.8,0.98,2019-11-11,4.0
1014,A301046-354,2004469,10.51,30.81,0.66,2019-11-11,8.0
1015,199548-8,2004469,13.36,37.5,0.64,2019-11-11,2.0
1016,200349-5,2004469,3.75,13.8,0.73,2019-11-11,2.0
1017,200008-143,2004469,2.73,32.84,0.92,2019-11-11,1.0
1018,A110784-79,2004469,57.64,172.92,0.67,2019-11-11,1.0
1019,A301133-6,2004469,51.1,153.3,0.67,2019-11-11,1.0
1020,A954476-1,2004469,484.81,969.62,0.5,2019-11-11,1.0
1021,195000-457,2004343,12.36,36.9,0.67,2019-11-13,1.0
1022,490781-2,Q302384,1620.15,2700.25,0.4,2019-07-24,1.0
1023,487391,Q302384,41.68,125.04,0.67,2019-07-24,2.0
1024,492446,Q302384,4.2,16.8,0.75,2019-07-24,1.0
1025,490321,Q302384,534.29,1163.14,0.54,2019-07-24,1.0
1026,489632,Q302384,326.73,692.11,0.53,2019-07-24,1.0
1027,A150267-1,2031590,33903.48,62552.55,0.46,2019-05-09,2.0
1028,H300331-65,2059017,49.32,147.96,0.67,2019-06-20,24.0
1029,R75426-2,2059017,1491.0,2982.0,0.5,2019-06-20,2.0
1030,79661,2059017,0.65,2.6,0.75,2019-06-20,8.0
1031,77378,2059017,24.4,73.2,0.67,2019-06-20,4.0
1032,32017,2059017,63.95,191.85,0.67,2019-06-20,2.0
1033,A301046-452,2059017,19.2,57.6,0.67,2019-06-20,8.0
1034,51233,2059017,177.45,354.9,0.5,2019-06-20,2.0
1035,201550-17,2059017,11.91,38.88,0.69,2019-06-20,1.0
1036,133077,2059017,9.89,32.44,0.7,2019-06-20,1.0
1037,H300431-3,2059017,13.21,39.63,0.67,2019-06-20,2.0
1038,A130076-1,2059017,10.84,32.52,0.67,2019-06-20,1.0
1039,191055-17,2059017,15.75,47.25,0.67,2019-06-20,4.0
1040,A150267-1,2031590,15060.28,26734.55,0.44,2019-07-10,2.0
1041,A150263-1,2031590,22951.53,27113.64,0.15,2019-07-10,2.0
1042,489753,2068461,94.5,283.5,0.67,2019-07-08,8.0
1043,489751-2,2068461,523.95,1047.9,0.5,2019-07-08,1.0
1044,484624,2068461,712.95,1425.9,0.5,2019-07-08,1.0
1045,489750,2068461,1363.95,2727.9,0.5,2019-07-08,1.0
1046,489747,2068461,838.95,1677.9,0.5,2019-07-08,1.0
1047,632526,2068461,54.5,163.5,0.67,2019-07-08,2.0
1048,480494,2068461,268.29,536.58,0.5,2019-07-08,1.0
1049,482420,2068461,177.78,355.56,0.5,2019-07-08,2.0
1050,480436,2068461,1.11,4.44,0.75,2019-07-08,1.0
1051,481354,2068461,3.22,12.88,0.75,2019-07-08,1.0
1052,489632,2068461,326.73,653.47,0.5,2019-07-08,1.0
1053,195003-12,Q302423,0.12,0.52,0.77,2019-05-08,2.0
1054,195327-67,Q302423,0.33,1.4,0.76,2019-05-08,2.0
1055,195000-363,Q302423,1.87,7.84,0.76,2019-05-08,4.0
1056,2023-10-16 00:00:00,Q302423,12.61,94.14,0.87,2019-05-08,8.0
1057,A90971-77,Q302423,262.0,550.2,0.52,2019-05-08,2.0
1058,A90971-80,Q302423,279.0,585.9,0.52,2019-05-08,2.0
1059,A300638-6,Q302423,69.92,168.43,0.58,2019-05-08,2.0
1060,A71944-1,2030818,9444.75,18889.5,0.5,2019-05-16,2.0
1061,A71936-1,2030818,7437.15,14874.3,0.5,2019-05-16,1.0
1062,A300629-4,2030818,21982.66,43965.33,0.5,2019-05-16,1.0
1063,D130007-1,Q302444,454.0,1228.5,0.63,2019-05-23,2.0
1064,H90024-61,Q302446,130.0,409.5,0.68,2019-05-27,10.0
1065,H139000-69,Q302446,156.55,588.0,0.73,2019-05-27,10.0
1066,H139000-436,Q302446,198.0,415.8,0.52,2019-05-27,10.0
1067,H300461-1,Q302447,16.55,59.98,0.72,2019-05-27,15.0
1068,195000-454,Q302455,6.02,20.86,0.71,2019-06-12,10.0
1069,D70677-1,Q302455,168.0,336.0,0.5,2019-06-12,6.0
1070,A71190-3,Q302455,80.23,133.72,0.4,2019-06-12,4.0
1071,195000-455,Q302455,4.95,17.96,0.72,2019-06-12,10.0
1072,195000-441,Q302455,3.21,13.48,0.76,2019-06-12,4.0
1073,195000-436,Q302455,1.61,6.44,0.75,2019-06-12,4.0
1074,A300788-10,Q302455 Rev 01,13.38,35.34,0.62,2019-06-14,6.0
1075,21859,Q302331,26467.62,37810.89,0.3,2019-08-07,4.0
1076,21860,Q302331,74.97,224.91,0.67,2019-08-07,16.0
1077,72108,Q302331,255.97,511.94,0.5,2019-08-07,4.0
1078,195000-15,Q302524,0.12,0.48,0.75,2019-09-17,202.0
1079,195000-454,Q302455 Rev 02,12.87,38.61,0.67,2019-09-19,10.0
1080,D70677-1,Q302455 Rev 02,168.0,336.0,0.5,2019-09-19,6.0
1081,A71190-3,Q302455 Rev 02,80.23,133.72,0.4,2019-09-19,4.0
1082,195000-455,Q302455 Rev 02,12.27,36.81,0.67,2019-09-19,10.0
1083,195000-441,Q302455 Rev 02,2.2,13.48,0.84,2019-09-19,4.0
1084,195000-436,Q302455 Rev 02,1.61,6.44,0.75,2019-09-19,4.0
1085,A300788-10,Q302455 Rev 02,96.0,192.0,0.5,2019-09-19,6.0
1086,H300284-2,Q302549,21.8,29.08,0.25,2019-10-03,3.0
1087,A304712-1,no DM,13252.73,19759.52,0.33,2019-10-04,2.0
1088,A305653-1,no DM,9376.5,15627.5,0.4,2019-10-04,2.0
1089,TBC,2083766,9456.0,23639.99,0.6,2019-10-07,1.0
1090,H134004-2,2083766,15028.45,48478.88,0.69,2019-10-07,2.0
1091,H254154-5 REF,2083766,13221.99,37777.12,0.65,2019-10-07,2.0
1092,A132446-1,2083766,10745.98,20366.15,0.47,2019-10-07,1.0
1093,H300284-16,2083766,11.5,34.51,0.67,2019-10-07,3.0
1094,H139000-198,2083766,966.46,1932.92,0.5,2019-10-07,1.0
1095,H139000-117,2083766,607.67,1215.35,0.5,2019-10-07,1.0
1096,A301116-55,2083766,29.29,87.87,0.67,2019-10-07,16.0
1097,481463,Q302472,2134.71,4269.42,0.5,2019-11-13,1.0
1098,481468,Q302472,1108.27,2216.53,0.5,2019-11-13,2.0
1099,481456,Q302472,,,,2019-11-13,
1100,481450,Q302472,572.25,1144.5,0.5,2019-11-13,1.0
1101,481442,Q302472,939.75,1879.5,0.5,2019-11-13,1.0
1102,481438,Q302472,,,,2019-11-13,
1103,481209,Q302472,72.62,217.86,0.67,2019-11-13,12.0
1104,A71190-3,Q302572,79.49,133.72,0.41,2019-11-20,10.0
1105,351096,Q302287/1,396.93,1488.49,0.73,2019-05-15,1.0
1106,315119,Q302287/1,194.1,407.61,0.52,2019-05-15,1.0
1107,325933,Q302287/1,63.54,200.16,0.68,2019-05-15,2.0
1108,343592,Q302438,485.0,1018.5,0.52,2019-05-22,1.0
1109,309541,Q302438,0.14,1.0,0.86,2019-05-22,5.0
1110,309552,Q302438,0.47,1.96,0.76,2019-05-22,5.0
1111,311005,Q302438,589.0,1236.9,0.52,2019-05-22,1.0
1112,311001,Q302438,163.98,393.56,0.58,2019-05-22,2.0
1113,308020,Q302438,26.0,93.6,0.72,2019-05-22,1.0
1114,318905,Q302438,334.75,803.4,0.58,2019-05-22,1.0
1115,311847,Q302438,94.82,263.89,0.64,2019-05-22,1.0
1116,315119,Q302438,194.1,407.62,0.52,2019-05-22,1.0
1117,A025-002,Q302438,11.0,39.36,0.72,2019-05-22,1.0
1118,309296,Q302438,297.0,623.7,0.52,2019-05-22,1.0
1119,337028,Q302438,38.55,138.78,0.72,2019-05-22,1.0
1120,337029,Q302438,35.7,128.52,0.72,2019-05-22,1.0
1121,337025,Q302438,43.0,129.0,0.67,2019-05-22,1.0
1122,343593,Q302438,601.0,1262.1,0.52,2019-05-22,1.0
1123,309553,Q302438,0.81,3.4,0.76,2019-05-22,1.0
1124,343594,Q302438,437.0,917.7,0.52,2019-05-22,1.0
1125,302570,Q302438,0.97,4.08,0.76,2019-05-22,1.0
1126,337031,Q302438,30.0,94.5,0.68,2019-05-22,1.0
1127,345327,Q302438,42.0,132.3,0.68,2019-05-22,1.0
1128,S077-001,Q302438,5.52,23.2,0.76,2019-05-22,4.0
1129,S076-001,Q302438,1.63,25.4,0.94,2019-05-22,2.0
1130,C5929-05,Q302438,5.1,24.48,0.79,2019-05-22,1.0
1131,69007,Q302440,42.19,155.05,0.73,2019-05-30,8.0
1132,72100,Q302440,120.0,315.0,0.62,2019-05-30,2.0
1133,72106,Q302440,847.0,2223.34,0.62,2019-05-30,5.0
1134,74965,Q302440,50.0,183.75,0.73,2019-05-30,2.0
1135,86021,Q302440,37.57,138.08,0.73,2019-05-30,4.0
1136,44233,Q302440,31.98,117.53,0.73,2019-05-30,2.0
1137,44232,Q302440,10.34,38.01,0.73,2019-05-30,2.0
1138,70267,Q302440,5.0,26.25,0.81,2019-05-30,2.0
1139,71626,Q302440,27.93,102.65,0.73,2019-05-30,32.0
1140,A107842,Q302440,1150.14,3019.12,0.62,2019-05-30,2.0
1141,64625,Q302440,56.85,208.91,0.73,2019-05-30,2.0
1142,67809,Q302440,18.75,68.91,0.73,2019-05-30,2.0
1143,64624,Q302440,6.51,34.2,0.81,2019-05-30,2.0
1144,45763,Q302440,0.34,1.8,0.81,2019-05-30,2.0
1145,90615,Q302440,59.89,220.08,0.73,2019-05-30,2.0
1146,68904,Q302440,10.2,37.48,0.73,2019-05-30,1.0
1147,68968,Q302440,44.28,162.71,0.73,2019-05-30,2.0
1148,74066,Q302440,30.05,110.42,0.73,2019-05-30,1.0
1149,167035,Q302440,33.4,122.75,0.73,2019-05-30,8.0
1150,74941,Q302440,0.58,3.8,0.85,2019-05-30,1.0
1151,74754,Q302440,5.1,26.8,0.81,2019-05-30,4.0
1152,79950,Q302440,20.0,73.5,0.73,2019-05-30,4.0
1153,480176-2,Q302439,367.5,918.75,0.6,2019-06-11,1.0
1154,491229,Q302439,348.57,871.42,0.6,2019-06-11,2.0
1155,492444,Q302439,3.02,15.12,0.8,2019-06-11,1.0
1156,491189,Q302439,2781.45,5562.9,0.5,2019-06-11,1.0
1157,492435,Q302439,2861.25,5722.5,0.5,2019-06-11,1.0
1158,491195,Q302439,1207.5,3018.75,0.6,2019-06-11,1.0
1159,491196,Q302439,530.12,1325.31,0.6,2019-06-11,1.0
1160,489632,Q302439,326.73,816.83,0.6,2019-06-11,1.0
1161,491233,Q302439,1836.45,4591.12,0.6,2019-06-11,1.0
1162,490289,Q302439,5.33,26.67,0.8,2019-06-11,1.0
1163,632574,Q302439,0.42,4.0,0.9,2019-06-11,1.0
1164,632668,Q302439,99.9,349.65,0.71,2019-06-11,1.0
1165,480140,Q302439,33.92,845.0,0.96,2019-06-11,1.0
1166,494525,Q302439,0.42,2.1,0.8,2019-06-11,1.0
1167,381137,2016239,65114.19,124182.99,0.48,2019-06-11,1.0
1168,325760,Q302448,3705.45,7410.9,0.5,2019-06-21,1.0
1169,325933,Q302448,66.72,233.52,0.71,2019-06-21,2.0
1170,311482,Q302448,66.09,231.32,0.71,2019-06-21,1.0
1171,311847,Q302448,117.14,292.85,0.6,2019-06-21,5.0
1172,326001,Q302448,619.5,1548.75,0.6,2019-06-21,1.0
1173,S076-001,Q302448,1.71,25.4,0.93,2019-06-21,2.0
1174,A025-002,Q302448,13.6,47.6,0.71,2019-06-21,1.0
1175,C5929-05,Q302448,17.82,62.37,0.71,2019-06-21,2.0
1176,632507,Q302503,48.18,192.72,0.75,2019-08-19,16.0
1177,632669,Q302503,109.97,329.91,0.67,2019-08-19,1.0
1178,484012,Q302503,1800.75,5402.25,0.67,2019-08-19,1.0
1179,481355,Q302503,13.84,55.36,0.75,2019-08-19,2.0
1180,488555,Q302503,135.87,407.61,0.67,2019-08-19,8.0
1181,483424-2 ,Q302503,399.0,1197.0,0.67,2019-08-19,1.0
1182,484347,Q302503,806.12,1612.24,0.5,2019-08-19,2.0
1183,480754,Q302503,72.35,289.4,0.75,2019-08-19,1.0
1184,488556,Q302503,193.0,579.0,0.67,2019-08-19,1.0
1185,483279,Q302503,183.43,550.29,0.67,2019-08-19,1.0
1186,480243,Q302503,540.75,1622.25,0.67,2019-08-19,1.0
1187,488557,Q302503,159.25,477.75,0.67,2019-08-19,1.0
1188,480498,Q302503,99.22,396.92,0.75,2019-08-19,1.0
1189,488558,Q302503,154.6,463.8,0.67,2019-08-19,1.0
1190,480499,Q302503,11.02,44.12,0.75,2019-08-19,1.0
1191,632668,Q302503,99.9,399.6,0.75,2019-08-19,1.0
1192,480140,Q302503,37.15,148.62,0.75,2019-08-19,1.0
1193,484370,Q302503,51.72,206.88,0.75,2019-08-19,1.0
1194,480643,Q302503,658.35,1975.05,0.67,2019-08-19,1.0
1195,480465,Q302503,403.2,1209.6,0.67,2019-08-19,1.0
1196,025046,Q302503,4.53,30.17,0.85,2019-08-19,1.0
1197,632570,Q302503,133.88,401.64,0.67,2019-08-19,1.0
1198,68815,Q302505,192.94,578.82,0.67,2019-08-21,1.0
1199,159034,Q302505,18.43,73.73,0.75,2019-08-21,8.0
1200,243853,Q302505,16.84,67.36,0.75,2019-08-21,1.0
1201,A135656,Q302505,96.91,387.64,0.75,2019-08-21,1.0
1202,A301339-4,Q302505,43.24,172.96,0.75,2019-08-21,1.0
1203,155909,Q302505,140.7,422.1,0.67,2019-08-21,1.0
1204,163000,Q302505,13.29,53.16,0.75,2019-08-21,4.0
1205,160019,Q302505,206.84,620.52,0.67,2019-08-21,1.0
1206,156566,Q302505,1.21,8.05,0.85,2019-08-21,1.0
1207,H400010-16,Q302505,13.13,52.52,0.75,2019-08-21,4.0
1208,157959,Q302505,509.25,1527.75,0.67,2019-08-21,1.0
1209,160015,Q302505,70.3,281.2,0.75,2019-08-21,1.0
1210,195000-119,Q302505,0.11,0.7,0.84,2019-08-21,1.0
1211,201517-65,Q302505,72.33,289.32,0.75,2019-08-21,1.0
1212,195000-214,Q302505,0.12,0.77,0.84,2019-08-21,3.0
1213,195000-137,Q302505,72.33,289.32,0.75,2019-08-21,1.0
1214,A301339-5,Q302505,57.44,229.76,0.75,2019-08-21,1.0
1215,64625,Q302505,59.69,238.76,0.75,2019-08-21,1.0
1216,A132096-1,Q302505,996.77,2990.31,0.67,2019-08-21,1.0
1217,195000-261,Q302505,1.76,11.76,0.85,2019-08-21,1.0
1218,41889,Q302505,362.25,1086.75,0.67,2019-08-21,1.0
1219,195143-2,Q302505,0.47,3.15,0.85,2019-08-21,1.0
1220,68717,Q302505,86.62,346.52,0.75,2019-08-21,1.0
1221,A126251,Q302505,140.01,420.03,0.67,2019-08-21,1.0
1222,68904,Q302505,10.71,42.84,0.75,2019-08-21,1.0
1223,68968,Q302505,46.49,185.96,0.75,2019-08-21,2.0
1224,74066,Q302505,40.42,161.72,0.75,2019-08-21,1.0
1225,H300431-8,Q302505,82.49,329.96,0.75,2019-08-21,2.0
1226,167035,Q302505,24.51,122.75,0.8,2019-08-21,8.0
1227,A107351,Q302505,416.56,1249.68,0.67,2019-08-21,1.0
1228,68700,Q302505,462.0,1386.0,0.67,2019-08-21,1.0
1229,86021,Q302505,39.45,157.8,0.75,2019-08-21,2.0
1230,41889,Q302505,362.25,1086.75,0.67,2019-08-21,1.0
1231,118599,Q302505,3.93,26.19,0.85,2019-08-21,3.0
1232,44233,Q302505,33.58,134.32,0.75,2019-08-21,1.0
1233,44232,Q302505,12.17,48.68,0.75,2019-08-21,1.0
1234,74965,Q302505,52.5,210.0,0.75,2019-08-21,1.0
1235,325933,Q302504,70.05,280.2,0.75,2019-08-21,2.0
1236,342962,Q302504,1334.96,4004.88,0.67,2019-08-21,1.0
1237,354828,Q302504,2278.8,6836.4,0.67,2019-08-21,1.0
1238,326001,Q302504,619.5,1858.5,0.67,2019-08-21,1.0
1239,311847,Q302504,123.0,369.0,0.67,2019-08-21,1.0
