,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
3966,71510157,Q302346,8.93,37.52,0.76,2019-03-28,1900-01-01 00:00:00
3967,800904,Q302346,0.24,1.0,0.76,2019-03-28,1900-01-01 00:00:00
3968,72010087,Q302346,5.0,21.0,0.76,2019-03-28,1900-01-01 00:00:00
3969,36011411,Q302346,6.2,29.76,0.79,2019-03-28,1900-01-10 00:00:00
3970,71510158,Q302346,7.69,32.28,0.76,2019-03-28,1900-01-01 00:00:00
3971,71010135,Q302346,0.31,1.48,0.79,2019-03-28,1900-01-20 00:00:00
3972,72010066,Q302346,4.97,23.84,0.79,2019-03-28,1900-01-01 00:00:00
3973,36010955,Q302346,43.56,156.81,0.72,2019-03-28,1900-01-05 00:00:00
3974,71510159,Q302346,2.0,9.6,0.79,2019-03-28,1900-01-10 00:00:00
3975,36010956,Q302346,97.18,204.08,0.52,2019-03-28,1900-01-01 00:00:00
3976,71510334,Q302346,1.33,5.6,0.76,2019-03-28,1900-01-07 00:00:00
3977,83-000-240-86,Q302346,0.68,2.84,0.76,2019-03-28,1900-01-01 00:00:00
3978,71010136,Q302346,0.32,1.36,0.76,2019-03-28,1900-01-01 00:00:00
3979,72010067,Q302346,5.38,25.84,0.79,2019-03-28,1900-01-01 00:00:00
3980,71000078,Q302346,0.11,0.48,0.77,2019-03-28,1900-01-01 00:00:00
3981,70010495,Q302346,0.77,3.68,0.79,2019-03-28,1900-02-19 00:00:00
3982,83-000-230-86,Q302346,0.68,2.84,0.76,2019-03-28,1900-01-01 00:00:00
3983,71510413,Q302346,63.97,201.51,0.68,2019-03-28,1900-01-01 00:00:00
3984,70510038,Q302346,0.16,0.68,0.76,2019-03-28,1900-07-15 00:00:00
3985,71510401,Q302346,104.36,250.46,0.58,2019-03-28,1900-01-10 00:00:00
3986,71510418,Q302346,2.88,12.08,0.76,2019-03-28,1900-01-01 00:00:00
3987,45763,Q301690,0.41,2.44,0.83,2017-09-01,60
3988,482073-2,Q301721,228.0,456.0,0.5,2017-09-27,2
3989,41889,Q301740,165.0,330.0,0.5,2017-10-04,1
3990,123586,Q301699,15.0,45.0,0.67,2017-10-11,4
3991,27733,Q301699,868.0,1736.0,0.5,2017-10-11,2
3992,195000-330,Q301699,0.24,2.0,0.88,2017-10-11,6
3993,63341,Q301699,636.1,1168.53,0.46,2017-10-11,4
3994,135953,Q301699,1825.0,3650.0,0.5,2017-10-11,1
3995,41889,Q301759,108.0,330.0,0.67,2017-10-17,10
3996,A70309-5,EUK 1706978,12.1,93.0,0.87,2017-10-27,4
3997,201628-72,EUK 1706978,197.26,328.77,0.4,2017-10-27,1
3998,A300638-10,EUK 1706978,32.7,54.5,0.4,2017-10-27,1
3999,A301046-383,EUK 1706978,5.35,8.92,0.4,2017-10-27,4
4000,78042304,EUK 1706978,123.16,309.0,0.6,2017-10-27,3
4001,198935-13  ,EUK 1706978,0.87,1.45,0.4,2017-10-27,2
4002,74172,EUK 1706978,20.0,33.33,0.4,2017-10-27,3
4003,195092-827,EUK 1706978,25.0,41.67,0.4,2017-10-27,8
4004,195089-294,EUK 1706978,10.98,18.3,0.4,2017-10-27,8
4005,195089-294,EUK 1706978,10.98,18.3,0.4,2017-10-27,8
4006,195014-261,EUK 1706978,0.65,1.08,0.4,2017-10-27,10
4007,195092-827,EUK 1706978,25.0,41.67,0.4,2017-10-27,8
4008,111120-9,EUK 1706978,21.81,36.35,0.4,2017-10-27,4
4009,195000-346,EUK 1706978,0.48,0.8,0.4,2017-10-27,1
4010,195000-358,EUK 1706978,0.77,1.28,0.4,2017-10-27,4
4011,195000-370,EUK 1706978,2.84,4.73,0.4,2017-10-27,1
4012,195003-382,EUK 1706978,3.44,5.73,0.4,2017-10-27,3
4013,195176-84,EUK 1706978,2.79,4.65,0.4,2017-10-27,1
4014,195026-446,EUK 1706978,13.95,23.25,0.4,2017-10-27,4
4015,195065-35,EUK 1706978,3.56,5.93,0.4,2017-10-27,2
4016,H301275-122,EUK 1706978,4.23,7.05,0.4,2017-10-27,8
4017,195000-456,EUK 1706978,4.26,7.1,0.4,2017-10-27,2
4018,200752-2  ,EUK 1706978,3.12,5.2,0.4,2017-10-27,1
4019,195000-373,EUK 1706978,3.4,5.67,0.4,2017-10-27,2
4020,A71848-1,EUK 1706978,98.0,163.33,0.4,2017-10-27,3
4021,195000-440,EUK 1706978,1.34,2.23,0.4,2017-10-27,1
4022,201833-60,EUK 1706978,168.68,281.13,0.4,2017-10-27,1
4023,195000-446,EUK 1706978,2.12,3.53,0.4,2017-10-27,1
4024,201628-72,EUK 1706978,197.26,328.77,0.4,2017-10-27,1
4025,A70309-2,EUK 1706978,28.62,193.0,0.85,2017-10-27,2
4026,198935-13,EUK 1706978,0.87,1.45,0.4,2017-10-27,6
4027,724304,EUK 1706978,2.73,4.55,0.4,2017-10-27,2
4028,195000-345,EUK 1706978,0.5,0.83,0.4,2017-10-27,1
4029,195000-450,EUK 1706978,4.25,7.08,0.4,2017-10-27,1
4030,A300350-3,EUK 1706978,100.0,166.67,0.4,2017-10-27,2
4031,A300350-4,EUK 1706978,220.0,366.67,0.4,2017-10-27,2
4032,A300661-2,EUK 1706978,263.69,439.48,0.4,2017-10-27,1
4033,A300661-3,EUK 1706978,306.59,510.98,0.4,2017-10-27,1
4034,198935-35,EUK 1706978,25.0,41.67,0.4,2017-10-27,3
4035,195014-279,EUK 1706978,6.0,10.0,0.4,2017-10-27,10
4036,H301275-130,EUK 1706978,13.62,22.7,0.4,2017-10-27,2
4037,195092-827,EUK 1706978,25.0,41.67,0.4,2017-10-27,8
4038,195089-294,EUK 1706978,10.98,18.3,0.4,2017-10-27,8
4039,195000-373,EUK 1706978,3.4,5.67,0.4,2017-10-27,2
4040,A71848-1,EUK 1706978,98.0,163.33,0.4,2017-10-27,3
4041,195396-10,EUK 1706978,5.0,8.33,0.4,2017-10-27,24
4042,195014-279,EUK 1706978,6.0,10.0,0.4,2017-10-27,10
4043,H301275-130,EUK 1706978,13.62,22.7,0.4,2017-10-27,2
4044,195092-827,EUK 1706978,25.0,41.67,0.4,2017-10-27,8
4045,195089-294,EUK 1706978,10.98,18.3,0.4,2017-10-27,8
4046,A70059-1,EUK 1706978,186.0,310.0,0.4,2017-10-27,1
4047,195089-294,EUK 1706978,10.98,18.3,0.4,2017-10-27,8
4048,195092-827,EUK 1706978,25.0,41.67,0.4,2017-10-27,8
4049,195014-261,EUK 1706978,0.65,1.08,0.4,2017-10-27,10
4050,191551-361,EUK 1706978,9.92,16.53,0.4,2017-10-27,2
4051,195094-41,EUK 1706978,3.45,5.75,0.4,2017-10-27,6
4052,A71190-3,EUK 1706978,27.5,45.83,0.4,2017-10-27,1
4053,H301189-6,EUK 1706978,46.5,77.5,0.4,2017-10-27,6
4054,195000-453,EUK 1706978,3.99,6.65,0.4,2017-10-27,1
4055,193413-315,EUK 1706978,17.13,28.55,0.4,2017-10-27,4
4056,73270,EUK 1706978,40.0,66.67,0.4,2017-10-27,1
4057,195000-453,EUK 1706978,3.99,6.65,0.4,2017-10-27,1
4058,A70309-1,EUK 1706978,21.05,35.08,0.4,2017-10-27,2
4059,195000-347,EUK 1706978,0.49,0.82,0.4,2017-10-27,1
4060,195327-247,EUK 1706978,1.81,3.02,0.4,2017-10-27,2
4061,190387-62,EUK 1706978,11.76,19.6,0.4,2017-10-27,2
4062,195000-452,EUK 1706978,4.74,7.9,0.4,2017-10-27,2
4063,195327-323,EUK 1706978,8.96,14.93,0.4,2017-10-27,4
4064,195000-326,EUK 1706978,0.19,0.32,0.41,2017-10-27,3
4065,195000-437,EUK 1706978,1.29,2.15,0.4,2017-10-27,1
4066,195327-308,EUK 1706978,4.07,6.78,0.4,2017-10-27,2
4067,114474-10,EUK 1706978,19.73,32.88,0.4,2017-10-27,6
4068,201007-24,EUK 1706978,26.61,44.35,0.4,2017-10-27,6
4069,193413-314,EUK 1706978,6.78,11.3,0.4,2017-10-27,2
4070,A300133-2,EUK 1706978,45.81,76.35,0.4,2017-10-27,1
4071,A300133-3,EUK 1706978,60.85,101.42,0.4,2017-10-27,2
4072,A300133-1,EUK 1706978,56.36,93.93,0.4,2017-10-27,1
4073,199868-69,EUK 1706978,5.97,9.95,0.4,2017-10-27,4
4074,44232,EUK 1706978,16.02,26.7,0.4,2017-10-27,1
4075,116072,EUK 1706978,30.81,51.35,0.4,2017-10-27,1
4076,116326,EUK 1706978,12.0,20.0,0.4,2017-10-27,4
4077,116325,EUK 1706978,8.0,13.33,0.4,2017-10-27,2
4078,116009,EUK 1706978,120.0,200.0,0.4,2017-10-27,1
4079,116327,EUK 1706978,5.0,8.33,0.4,2017-10-27,4
4080,195327-233,EUK 1706978,0.85,1.42,0.4,2017-10-27,4
4081,195000-333,EUK 1706978,0.23,0.38,0.39,2017-10-27,2
4082,116010,EUK 1706978,40.0,66.67,0.4,2017-10-27,1
4083,116328,EUK 1706978,4.0,6.67,0.4,2017-10-27,2
4084,119213,EUK 1706978,1.82,3.03,0.4,2017-10-27,5
4085,118548,EUK 1706978,21.67,36.12,0.4,2017-10-27,1
4086,118216,EUK 1706978,2.86,4.77,0.4,2017-10-27,1
4087,A930220-1 ,Q301762,92.0,276.0,0.67,2017-10-27,12
4088,A131294-1,Q301815,925.0,1850.0,0.5,2017-12-07,3
4089,A131295-1,Q301815,468.0,936.0,0.5,2017-12-07,6
4090,68815,Q301815,157.0,224.0,0.3,2017-12-07,3
4091,159034,Q301815,11.8,53.16,0.78,2017-12-07,24
4092,135656,Q301815,87.9,236.94,0.63,2017-12-07,3
4093,163000,Q301815,14.57,70.44,0.79,2017-12-07,3
4094,160015,Q301815,63.76,191.26,0.67,2017-12-07,3
4095,160035,Q301815,4.26,12.78,0.67,2017-12-07,3
4096,A132014-1,Q301815,215.0,430.0,0.5,2017-12-07,3
4097,A301339-5,Q301815,85.06,255.18,0.67,2017-12-07,3
4098,A132096-1,Q301815,995.0,1990.0,0.5,2017-12-07,3
4099,195209-5,Q301815,2.64,10.56,0.75,2017-12-07,3
4100,D70533-1,EUK 1482045,1298.52,1841.87,0.29,2018-01-08,4
4101,D70538-2,EUK 1482045,3339.77,4144.42,0.19,2018-01-08,2
4102,A70313-9,EUK 1482045,18419.16,22848.19,0.19,2018-01-08,2
4103,A90031-2,Q301914,94.0,282.0,0.67,2018-02-01,27
4104,A70309-5,EUK 1822522,12.1,93.0,0.87,2018-01-29,4
4105,201628-72,EUK 1822522,197.26,328.77,0.4,2018-01-29,1
4106,A300638-10,EUK 1822522,32.7,54.5,0.4,2018-01-29,1
4107,A301046-383,EUK 1822522,5.35,8.92,0.4,2018-01-29,4
4108,78042304,EUK 1822522,123.16,309.0,0.6,2018-01-29,3
4109,198935-13  ,EUK 1822522,0.87,1.45,0.4,2018-01-29,2
4110,74172,EUK 1822522,20.0,33.33,0.4,2018-01-29,3
4111,195092-827,EUK 1822522,25.0,41.67,0.4,2018-01-29,8
4112,195089-294,EUK 1822522,10.98,18.3,0.4,2018-01-29,8
4113,195089-294,EUK 1822522,10.98,18.3,0.4,2018-01-29,8
4114,195014-261,EUK 1822522,0.65,1.08,0.4,2018-01-29,10
4115,195092-827,EUK 1822522,25.0,41.67,0.4,2018-01-29,8
4116,111120-9,EUK 1822522,21.81,36.35,0.4,2018-01-29,4
4117,195000-346,EUK 1822522,0.48,0.8,0.4,2018-01-29,1
4118,195000-358,EUK 1822522,0.77,1.28,0.4,2018-01-29,4
4119,195000-370,EUK 1822522,2.84,4.73,0.4,2018-01-29,1
4120,195003-382,EUK 1822522,3.44,5.73,0.4,2018-01-29,3
4121,195176-84,EUK 1822522,2.79,4.65,0.4,2018-01-29,1
4122,195026-446,EUK 1822522,13.95,23.25,0.4,2018-01-29,4
4123,195065-35,EUK 1822522,3.56,5.93,0.4,2018-01-29,2
4124,H301275-122,EUK 1822522,4.23,7.05,0.4,2018-01-29,8
4125,195000-456,EUK 1822522,4.26,7.1,0.4,2018-01-29,2
4126,200752-2  ,EUK 1822522,3.12,5.2,0.4,2018-01-29,1
4127,195000-373,EUK 1822522,3.4,5.67,0.4,2018-01-29,2
4128,A71848-1,EUK 1822522,98.0,163.33,0.4,2018-01-29,3
4129,195000-440,EUK 1822522,1.34,2.23,0.4,2018-01-29,1
4130,201833-60,EUK 1822522,168.68,281.13,0.4,2018-01-29,1
4131,195000-446,EUK 1822522,2.12,3.53,0.4,2018-01-29,1
4132,201628-72,EUK 1822522,197.26,328.77,0.4,2018-01-29,1
4133,A70309-2,EUK 1822522,28.62,193.0,0.85,2018-01-29,2
4134,198935-13,EUK 1822522,0.87,1.45,0.4,2018-01-29,6
4135,724304,EUK 1822522,2.73,4.55,0.4,2018-01-29,2
4136,195000-345,EUK 1822522,0.5,0.83,0.4,2018-01-29,1
4137,195000-450,EUK 1822522,4.25,7.08,0.4,2018-01-29,1
4138,A300350-3,EUK 1822522,100.0,166.67,0.4,2018-01-29,2
4139,A300350-4,EUK 1822522,220.0,366.67,0.4,2018-01-29,2
4140,A300661-2,EUK 1822522,263.69,439.48,0.4,2018-01-29,1
4141,A300661-3,EUK 1822522,306.59,510.98,0.4,2018-01-29,1
4142,198935-35,EUK 1822522,25.0,41.67,0.4,2018-01-29,3
4143,195014-279,EUK 1822522,6.0,10.0,0.4,2018-01-29,10
4144,H301275-130,EUK 1822522,13.62,22.7,0.4,2018-01-29,2
4145,195092-827,EUK 1822522,25.0,41.67,0.4,2018-01-29,8
4146,195089-294,EUK 1822522,10.98,18.3,0.4,2018-01-29,8
4147,195000-373,EUK 1822522,3.4,5.67,0.4,2018-01-29,2
4148,A71848-1,EUK 1822522,98.0,163.33,0.4,2018-01-29,3
4149,195396-10,EUK 1822522,5.0,8.33,0.4,2018-01-29,24
4150,195014-279,EUK 1822522,6.0,10.0,0.4,2018-01-29,10
4151,H301275-130,EUK 1822522,13.62,22.7,0.4,2018-01-29,2
4152,195092-827,EUK 1822522,25.0,41.67,0.4,2018-01-29,8
4153,195089-294,EUK 1822522,10.98,18.3,0.4,2018-01-29,8
4154,A70059-1,EUK 1822522,186.0,310.0,0.4,2018-01-29,1
4155,195089-294,EUK 1822522,10.98,18.3,0.4,2018-01-29,8
4156,195092-827,EUK 1822522,25.0,41.67,0.4,2018-01-29,8
4157,195014-261,EUK 1822522,0.65,1.08,0.4,2018-01-29,10
4158,191551-361,EUK 1822522,9.92,16.53,0.4,2018-01-29,2
4159,195094-41,EUK 1822522,3.45,5.75,0.4,2018-01-29,6
4160,A71190-3,EUK 1822522,27.5,45.83,0.4,2018-01-29,1
4161,H301189-6,EUK 1822522,46.5,77.5,0.4,2018-01-29,6
4162,195000-453,EUK 1822522,3.99,6.65,0.4,2018-01-29,1
4163,193413-315,EUK 1822522,17.13,28.55,0.4,2018-01-29,4
4164,73270,EUK 1822522,40.0,66.67,0.4,2018-01-29,1
4165,195000-453,EUK 1822522,3.99,6.65,0.4,2018-01-29,1
4166,A70309-1,EUK 1822522,21.05,35.08,0.4,2018-01-29,2
4167,195000-347,EUK 1822522,0.49,0.82,0.4,2018-01-29,1
4168,195327-247,EUK 1822522,1.81,3.02,0.4,2018-01-29,2
4169,190387-62,EUK 1822522,11.76,19.6,0.4,2018-01-29,2
4170,195000-452,EUK 1822522,4.74,7.9,0.4,2018-01-29,2
4171,195327-323,EUK 1822522,8.96,14.93,0.4,2018-01-29,4
4172,195000-326,EUK 1822522,0.19,0.32,0.41,2018-01-29,3
4173,195000-437,EUK 1822522,1.29,2.15,0.4,2018-01-29,1
4174,195327-308,EUK 1822522,4.07,6.78,0.4,2018-01-29,2
4175,114474-10,EUK 1822522,19.73,32.88,0.4,2018-01-29,6
4176,201007-24,EUK 1822522,26.61,44.35,0.4,2018-01-29,6
4177,193413-314,EUK 1822522,6.78,11.3,0.4,2018-01-29,2
4178,A300133-2,EUK 1822522,45.81,76.35,0.4,2018-01-29,1
4179,A300133-3,EUK 1822522,60.85,101.42,0.4,2018-01-29,2
4180,A300133-1,EUK 1822522,56.36,93.93,0.4,2018-01-29,1
4181,199868-69,EUK 1822522,5.97,9.95,0.4,2018-01-29,4
4182,44232,EUK 1822522,16.02,26.7,0.4,2018-01-29,1
4183,116072,EUK 1822522,30.81,51.35,0.4,2018-01-29,1
4184,116326,EUK 1822522,12.0,20.0,0.4,2018-01-29,4
4185,116325,EUK 1822522,8.0,13.33,0.4,2018-01-29,2
4186,116009,EUK 1822522,120.0,200.0,0.4,2018-01-29,1
4187,116327,EUK 1822522,5.0,8.33,0.4,2018-01-29,4
4188,195327-233,EUK 1822522,0.85,1.42,0.4,2018-01-29,4
4189,195000-333,EUK 1822522,0.23,0.38,0.39,2018-01-29,2
4190,116010,EUK 1822522,40.0,66.67,0.4,2018-01-29,1
4191,116328,EUK 1822522,4.0,6.67,0.4,2018-01-29,2
4192,119213,EUK 1822522,1.82,3.03,0.4,2018-01-29,5
4193,118548,EUK 1822522,21.67,36.12,0.4,2018-01-29,1
4194,118216,EUK 1822522,2.86,4.77,0.4,2018-01-29,1
4195,H133531-1 ,EUK 1822522,773.27,1288.78,0.4,2018-01-29,1
4196,195000-214,EUK 1822522,18.2,30.33,0.4,2018-01-29,1
4197,200095-5 ,EUK 1822522,1.54,2.57,0.4,2018-01-29,1
4198,200095-11 ,EUK 1822522,1.99,3.32,0.4,2018-01-29,1
4199,H130893-2 ,EUK 1822522,27.27,45.45,0.4,2018-01-29,1
4200,H300432-1 ,EUK 1822522,0.28,0.47,0.4,2018-01-29,1
4201,199595-28 ,EUK 1822522,3.35,5.58,0.4,2018-01-29,1
4202,195000-333,EUK 1822522,0.3,0.5,0.4,2018-01-29,1
4203,H301101-1 ,EUK 1822522,3.2,5.33,0.4,2018-01-29,8
4204,H133530-1 ,EUK 1822522,137.53,229.22,0.4,2018-01-29,2
4205,199595-33,EUK 1822522,3.92,6.53,0.4,2018-01-29,4
4206,H300430-23 ,EUK 1822522,14.91,24.85,0.4,2018-01-29,1
4207,199595-46 ,EUK 1822522,1.88,3.13,0.4,2018-01-29,6
4208,H133971-2 ,EUK 1822522,6.52,10.87,0.4,2018-01-29,8
4209,199868-44 ,EUK 1822522,32.27,53.78,0.4,2018-01-29,2
4210,H133620-3 ,EUK 1822522,733.0,1221.67,0.4,2018-01-29,2
4211,H130950-4 ,EUK 1822522,242.69,404.48,0.4,2018-01-29,2
4212,H130151-2 ,EUK 1822522,330.0,550.0,0.4,2018-01-29,1
4213,H300411-18 ,EUK 1822522,10.19,16.98,0.4,2018-01-29,8
4214,H130830-4 ,EUK 1822522,656.55,1094.25,0.4,2018-01-29,1
4215,H130950-4 ,EUK 1822522,242.69,404.48,0.4,2018-01-29,2
4216,H130151-2,EUK 1822522,330.0,550.0,0.4,2018-01-29,1
4217,H133531-1 ,EUK 1822522,858.0,1430.0,0.4,2018-01-29,1
4218,195000-214 ,EUK 1822522,18.2,30.33,0.4,2018-01-29,1
4219,H300411-18 ,EUK 1822522,10.19,16.98,0.4,2018-01-29,8
4220,200095-5 ,EUK 1822522,1.54,2.57,0.4,2018-01-29,1
4221,200095-11 ,EUK 1822522,1.99,3.32,0.4,2018-01-29,1
4222,H130893-2 ,EUK 1822522,27.27,45.45,0.4,2018-01-29,1
4223,H300432-1,EUK 1822522,0.28,0.47,0.4,2018-01-29,1
4224,199595-28 ,EUK 1822522,3.35,5.58,0.4,2018-01-29,1
4225,195000-333,EUK 1822522,0.3,0.5,0.4,2018-01-29,1
4226,H300430-3,EUK 1822522,10.36,17.27,0.4,2018-01-29,2
4227,H133530-1 ,EUK 1822522,137.53,229.22,0.4,2018-01-29,2
4228,H130892-1,EUK 1822522,22.0,36.67,0.4,2018-01-29,1
4229,199595-33,EUK 1822522,3.92,6.53,0.4,2018-01-29,4
4230,H300430-23 ,EUK 1822522,14.91,24.85,0.4,2018-01-29,1
4231,199595-46,EUK 1822522,1.88,3.13,0.4,2018-01-29,6
4232,H133971-2,EUK 1822522,6.52,10.87,0.4,2018-01-29,8
4233,77378,EUK 1822522,18.5,30.83,0.4,2018-01-29,2
4234,79661,EUK 1822522,0.62,1.03,0.4,2018-01-29,3
4235,A90031-2,Q301914 Rev 01,94.0,282.0,0.67,2018-02-26,27
4236,A300105-341,Q301914 Rev 01,5.3,21.2,0.75,2018-02-26,120
4237,41889,Q301953,108.0,330.0,0.67,2018-02-27,20
4238,H300431-8,Q301954,39.15,136.0,0.71,2018-02-27,60
4239,29244,Q301955,68.2,186.0,0.63,2018-02-27,12
4240,74962,Q301955,9.02,32.8,0.72,2018-02-27,24
4241,68964,Q301955,129.04,310.54,0.58,2018-02-27,24
4242,195066-11,EUK 1840104,2.0,7.0,0.71,2018-03-27,3
4243,A71916-2,EUK 1840104,107.33,285.0,0.62,2018-03-27,2
4244,A130076-1,EUK 1840104,10.31,30.93,0.67,2018-03-27,1
4245,H71317-13,EUK 1840104,142.0,284.0,0.5,2018-03-27,36
4246,45215,EUK 1840104,31.38,94.14,0.67,2018-03-27,16
4247,A71953-1,EUK 1840104,3106.86,4779.78,0.35,2018-03-27,1
4248,50553,EUK 1840104,75.0,225.0,0.67,2018-03-27,4
4249,A301046-426,EUK 1840104,4.92,19.68,0.75,2018-03-27,16
4250,147559,EUK 1840104,30.65,91.95,0.67,2018-03-27,2
4251,A107998-2,EUK 1840104,3825.0,5884.62,0.35,2018-03-27,1
4252,114440-22,EUK 1840104,1375.0,2750.0,0.5,2018-03-28,1
4253,H133531-13 ,Q301963,530.96,1061.92,0.5,2018-03-19,6
4254,H300431-8,Q301963,38.55,136.0,0.72,2018-03-19,15
4255,50553,Q301990,75.0,115.38,0.35,2018-03-26,2
4256,157959,Q301991,408.0,816.0,0.5,2018-03-26,20
4257,H130151-27,Q302061,99.0,297.0,0.67,2018-05-22,2
4258,H130894-2,Q302061,6.0,24.0,0.75,2018-05-22,24
4259,157959,Q302061,408.0,816.0,0.5,2018-05-22,12
4260,193474-279,Q302061,10.43,31.29,0.67,2018-05-22,2
4261,11941,Q302061,33.69,101.07,0.67,2018-05-22,8
4262,A300638-6,Q302061,48.82,146.46,0.67,2018-05-22,2
4263,A301116-55,Q302061,19.09,57.27,0.67,2018-05-22,8
4264,155910,Q302061,57.6,172.8,0.67,2018-05-22,4
4265,201517-309,Q302061,20.12,60.36,0.67,2018-05-22,2
4266,H300411-20,Q302061,10.76,32.28,0.67,2018-05-22,8
4267,146624,Q302057,5.43,21.72,0.75,2018-05-23,2
4268,A90059-3,Q302037,172.2,344.4,0.5,2018-05-29,7
4269,70861,Q302037,15.0,45.0,0.67,2018-05-29,28
4270,51242N,Q302037,339.0,700.0,0.52,2018-05-29,7
4271,72106,Q302037,19.95,59.85,0.67,2018-05-29,14
4272,A116895-2,Q302058,378.0,756.0,0.5,2018-05-30,2
4273,H133799-114,1732602,41855.35,65016.83,0.36,2018-05-30,1
4274,H134005-4,1732602,55514.88,86353.17,0.36,2018-05-30,1
4275,A132446-1,1732602,13238.0,20366.15,0.35,2018-05-30,1
4276,143503,Q302037,160.0,320.0,0.5,2018-06-12,2
4277,51236,Q302037,396.0,792.0,0.5,2018-06-12,2
4278,70857,Q302037,17.95,53.85,0.67,2018-06-12,8
4279,72100,Q302037,79.0,237.0,0.67,2018-06-12,4
4280,62716,Q302117,197.0,454.0,0.57,2018-07-12,8
4281,950149,Q302181,20.58,61.74,0.67,2018-09-14,2
4282,D130007-1,Q302192,614.25,1228.5,0.5,2018-09-20,2
4283,A71972-2,1706978 Rev  05,20839.16,32060.25,0.35,2018-09-21,1
4284,A72109-2,1706978 Rev  05,3866.6,5948.62,0.35,2018-09-21,2
4285,114421V-4,1706978 Rev  05,9280.71,15467.86,0.4,2018-09-21,2
4286,A50225-4,1706978 Rev  05,9785.61,13979.45,0.3,2018-09-21,2
4287,112122V,1706978 Rev  05,25506.65,36438.07,0.3,2018-09-21,2
4288,A71800-1,1706978 Rev  05,0.0,0.0,,2018-09-21,1
4289,A71810-1,1706978 Rev  05,13761.22,21171.11,0.35,2018-09-21,2
4290,A71960-1,1706978 Rev  05,3762.0,5787.69,0.35,2018-09-21,2
4291,A71864-1,1706978 Rev  05,24193.49,37206.6,0.35,2018-09-21,1
4292,A71814-1,1706978 Rev  05,11915.22,18331.11,0.35,2018-09-21,2
4293,A71841-1,1706978 Rev  05,6316.0,9716.92,0.35,2018-09-21,2
4294,D70713-1,1706978 Rev  05,7635.6,11747.08,0.35,2018-09-21,2
4295,A300629-11,1706978 Rev  05,4300.75,6616.54,0.35,2018-09-21,2
4296,A71971-1 REF,1706978 Rev  05,27569.58,52154.43,0.47,2018-09-21,2
4297,D70152-1,1706978 Rev  05,1300.0,2000.0,0.35,2018-09-21,1
4298,D70151-1,1706978 Rev  05,1300.0,2000.0,0.35,2018-09-21,1
4299,D70153-1,1706978 Rev  05,0.0,0.0,,2018-09-21,1
4300,A65226-1,1706978 Rev  05,3500.0,5384.62,0.35,2018-09-21,1
4301,A65263-1,1706978 Rev  05,883.0,1358.46,0.35,2018-09-21,1
4302,D70919-1,1706978 Rev  05,1850.0,2846.15,0.35,2018-09-21,1
4303,H134007-1,1706978 Rev  05,21358.0,32858.46,0.35,2018-09-21,5
4304,H134004-1,1706978 Rev  05,18825.0,28961.54,0.35,2018-09-21,1
4305,143499,1706978 Rev  05,9.95,15.31,0.35,2018-09-21,8
4306,H134006-1,1706978 Rev  05,31825.0,48961.54,0.35,2018-09-21,1
4307,A70388-1,1706978 Rev  05,724.0,1113.85,0.35,2018-09-21,2
4308,NVA,1706978 Rev  05,22.58,45.16,0.5,2018-09-21,2
4309,PG5,1706978 Rev  05,32.82,65.65,0.5,2018-09-21,2
4310,A119339-1,1706978 Rev  05,408.0,627.69,0.35,2018-09-21,6
4311,D70044-1,1706978 Rev  05,5120.0,7876.92,0.35,2018-09-21,1
4312,D70043-1,1706978 Rev  05,1115.55,2231.1,0.5,2018-09-21,8
4313,32017,1706978 Rev  05,120.0,240.0,0.5,2018-09-21,8
4314,144605,1706978 Rev  05,3199.0,5331.67,0.4,2018-09-21,8
4315,A90720-1,1706978 Rev  05,2121.0,4242.0,0.5,2018-09-21,2
4316,66723,1706978 Rev  05,1276.8,2553.6,0.5,2018-09-21,2
4317,D70533-1 REF,1927266,2788.25,4647.08,0.4,2018-09-24,1
4318,A300105-212,,,,,2018-09-25,8
4319,70194,302199,9.82,39.28,0.75,2018-10-02,16
4320,51186N,302199,241.5,483.0,0.5,2018-10-02,4
4321,199108-9,302199,14.75,44.25,0.67,2018-10-02,5
4322,201206-3,302199,8.32,33.28,0.75,2018-10-02,6
4323,70206,302199,3.11,12.44,0.75,2018-10-02,16
4324,R73377-2 REF,1933702,7062.92,11771.54,0.4,2018-10-11,1
4325,H71851-1,1933702,10596.6,17661.0,0.4,2018-10-11,1
4326,A300105-212,302200,21.97,65.91,0.67,2018-10-12,8
4327,A70309-5,1822522 Rev 01,36.75,105.0,0.65,2018-10-12,4
4328,195000-440,1822522 Rev 01,1.95,3.26,0.4,2018-10-12,1
4329,201628-72,1822522 Rev 01,356.94,549.13,0.35,2018-10-12,1
4330,A300638-10,1822522 Rev 01,55.59,85.52,0.35,2018-10-12,1
4331,A301046-383,1822522 Rev 01,5.62,9.36,0.4,2018-10-12,4
4332,78042304,1822522 Rev 01,263.1,404.77,0.35,2018-10-12,3
4333,198935-13  ,1822522 Rev 01,5.25,8.08,0.35,2018-10-12,2
4334,74172,1822522 Rev 01,21.0,35.0,0.4,2018-10-12,3
4335,195092-827,1822522 Rev 01,6.28,25.12,0.75,2018-10-12,8
4336,195089-294,1822522 Rev 01,11.53,19.22,0.4,2018-10-12,8
4337,195089-294,1822522 Rev 01,11.53,19.22,0.4,2018-10-12,8
4338,195014-261,1822522 Rev 01,5.11,7.87,0.35,2018-10-12,10
