ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number,Deal Machine ID
EUK 1840843 Rev 0.xlsx - 23,72094,2018-03-27,90,,0.58,,,,,0.75,0.58,2.32,208.8,[],0.0,2.32,208.8,EUK 1840843 Rev 0.xlsx,Chrysaor,23,EUK 1840843
EUK 1840843 Rev 0.xlsx - 24,195000-279,2018-03-27,2,,6.0,,,,,0.75,6.0,24.0,48.0,[],0.0,24.0,48.0,EUK 1840843 Rev 0.xlsx,Chrysaor,24,EUK 1840843
EUK 1840843 Rev 0.xlsx - 25,A72451-1,2018-03-27,4,,40.79,,,,,0.67,40.79,122.37,489.48,[],0.0,122.37,489.48,EUK 1840843 Rev 0.xlsx,Chrysaor,25,EUK 1840843
EUK 1840843 Rev 0.xlsx - 26,96250-18,2018-03-27,4,,40.48,,,,,0.67,40.48,121.44,485.76,[],0.0,121.44,485.76,EUK 1840843 Rev 0.xlsx,Chrysaor,26,EUK 1840843
EUK 1840843 Rev 0.xlsx - 27,H71697-1,2018-03-27,2,,7310.33,,,,,0.22,7310.33,9402.36,18804.72,[],0.0,9402.36,18804.72,EUK 1840843 Rev 0.xlsx,Chrysaor,27,EUK 1840843
EUK 1840843 Rev 0.xlsx - 28,195000-386,2018-03-27,3,,11.09,,,,,0.67,11.09,33.27,99.81,[],0.0,33.27,99.81,EUK 1840843 Rev 0.xlsx,Chrysaor,28,EUK 1840843
EUK 1840843 Rev 0.xlsx - 29,195000-386,2018-03-27,3,,11.09,,,,,0.67,11.09,33.27,99.81,[],0.0,33.27,99.81,EUK 1840843 Rev 0.xlsx,Chrysaor,29,EUK 1840843
EUK 1840843 Rev 0.xlsx - 30,195000-442,2018-03-27,3,,1.91,,,,,0.75,1.91,7.64,22.92,[],0.0,7.64,22.92,EUK 1840843 Rev 0.xlsx,Chrysaor,30,EUK 1840843
EUK 1840843 Rev 0.xlsx - 31,A71190-3,2018-03-27,3,,74.48,,,,,0.67,74.48,223.44,670.32,[],0.0,223.44,670.32,EUK 1840843 Rev 0.xlsx,Chrysaor,31,EUK 1840843
EUK 1840843 Rev 0.xlsx - 32,195001-381,2018-03-27,3,,5.35,,,,,0.75,5.35,21.4,64.2,[],0.0,21.4,64.2,EUK 1840843 Rev 0.xlsx,Chrysaor,32,EUK 1840843
EUK 1840843 Rev 0.xlsx - 33,195000-441,2018-03-27,12,,1.85,,,,,0.75,1.85,7.4,88.8,[],0.0,7.4,88.8,EUK 1840843 Rev 0.xlsx,Chrysaor,33,EUK 1840843
EUK 1840843 Rev 0.xlsx - 34,195034-244,2018-03-27,12,,11.51,,,,,0.67,11.51,34.53,414.36,[],0.0,34.53,414.36,EUK 1840843 Rev 0.xlsx,Chrysaor,34,EUK 1840843
EUK 1840843 Rev 0.xlsx - 35,193413-311,2018-03-27,6,,8.0,,,,,0.75,8.0,32.0,192.0,[],0.0,32.0,192.0,EUK 1840843 Rev 0.xlsx,Chrysaor,35,EUK 1840843
EUK 1840843 Rev 0.xlsx - 36,D70677-1,2018-03-27,3,,206.0,,,,,0.5,206.0,412.0,1236.0,[],0.0,412.0,1236.0,EUK 1840843 Rev 0.xlsx,Chrysaor,36,EUK 1840843
EUK 1840843 Rev 0.xlsx - 37,6501014600,2018-03-27,6,,3.65,,,,,0.75,3.65,14.6,87.6,[],0.0,14.6,87.6,EUK 1840843 Rev 0.xlsx,Chrysaor,37,EUK 1840843
EUK 1840843 Rev 0.xlsx - 38,A301017-107,2018-03-27,12,,6.5,,,,,0.75,6.5,26.0,312.0,[],0.0,26.0,312.0,EUK 1840843 Rev 0.xlsx,Chrysaor,38,EUK 1840843
EUK 1840843 Rev 0.xlsx - 39,195000-445,2018-03-27,,,10.31,,,,,0.75,10.31,41.24,0.0,[],0.0,41.24,0.0,EUK 1840843 Rev 0.xlsx,Chrysaor,39,EUK 1840843
EUK 1840843 Rev 0.xlsx - 41,H300664-4,2018-03-27,3,,2.11,,,,,0.75,2.11,8.44,25.32,[],0.0,8.44,25.32,EUK 1840843 Rev 0.xlsx,Chrysaor,41,EUK 1840843
EUK 1840843 Rev 0.xlsx - 42,A70309-5,2018-03-27,12,,35.0,,,,,0.67,35.0,105.0,1260.0,[],0.0,105.0,1260.0,EUK 1840843 Rev 0.xlsx,Chrysaor,42,EUK 1840843
EUK 1840843 Rev 0.xlsx - 43,195000-441,2018-03-27,3,,1.85,,,,,0.75,1.85,7.4,22.2,[],0.0,7.4,22.2,EUK 1840843 Rev 0.xlsx,Chrysaor,43,EUK 1840843
EUK 1840843 Rev 0.xlsx - 44,195034-98,2018-03-27,3,,0.36,,,,,0.75,0.36,1.44,4.32,[],0.0,1.44,4.32,EUK 1840843 Rev 0.xlsx,Chrysaor,44,EUK 1840843
EUK 1840843 Rev 0.xlsx - 45,78042304,2018-03-27,12,,127.44,,,,,0.5,127.44,254.88,3058.56,[],0.0,254.88,3058.56,EUK 1840843 Rev 0.xlsx,Chrysaor,45,EUK 1840843
EUK 1840843 Rev 0.xlsx - 46,195000-441,2018-03-27,3,,1.85,,,,,0.75,1.85,7.4,22.2,[],0.0,7.4,22.2,EUK 1840843 Rev 0.xlsx,Chrysaor,46,EUK 1840843
EUK 1840843 Rev 0.xlsx - 47,195000-445,2018-03-27,3,,10.31,,,,,0.5,10.31,20.62,61.86,[],0.0,20.62,61.86,EUK 1840843 Rev 0.xlsx,Chrysaor,47,EUK 1840843
EUK 1840843 Rev 0.xlsx - 48,195034-262,2018-03-27,12,,1.55,,,,,0.75,1.55,6.2,74.4,[],0.0,6.2,74.4,EUK 1840843 Rev 0.xlsx,Chrysaor,48,EUK 1840843
EUK 1840843 Rev 01.xlsx - 1,A944883-1,2018-04-20,2,,31727.54,,,,,0.22,31727.54,40833.39,81666.78,[],0.0,40833.39,81666.78,EUK 1840843 Rev 01.xlsx,Chrysaor,1,EUK 1840843
EUK 1840843 Rev 01.xlsx - 2,A944875-1,2018-04-20,1,,9000.0,,,,,0.22,9000.0,11583.01,11583.01,[],0.0,11583.01,11583.01,EUK 1840843 Rev 01.xlsx,Chrysaor,2,EUK 1840843
EUK 1840843 Rev 01.xlsx - 3,A72657-1,2018-04-20,1,,10130.0,,,,,0.22,10130.0,13037.32,13037.32,[],0.0,13037.32,13037.32,EUK 1840843 Rev 01.xlsx,Chrysaor,3,EUK 1840843
EUK 1840843 Rev 01.xlsx - 4,D70364-1REF,2018-04-20,1,,14600.0,1871.97,,,,0.22,16471.97,21199.44,21199.44,[],0.0,21199.44,21199.44,EUK 1840843 Rev 01.xlsx,Chrysaor,4,EUK 1840843
EUK 1840843 Rev 01.xlsx - 5,H72162-1,2018-04-20,1,,5148.46,600.0,125.73,,,0.22,5874.19,7560.08,7560.08,[],0.0,7560.08,7560.08,EUK 1840843 Rev 01.xlsx,Chrysaor,5,EUK 1840843
EUK 1840843 Rev 01.xlsx - 6,A931432-2,2018-04-20,1,,6716.13,600.0,164.01,,,0.22,7480.14,9626.95,9626.95,[],0.0,9626.95,9626.95,EUK 1840843 Rev 01.xlsx,Chrysaor,6,EUK 1840843
EUK 1840843 Rev 01.xlsx - 7,50442G,2018-04-20,2,,2407.0,,,,,0.06,2407.0,2556.46,5112.92,[],0.0,2556.46,5112.92,EUK 1840843 Rev 01.xlsx,Chrysaor,7,EUK 1840843
EUK 1840843 Rev 01.xlsx - 8,50443G,2018-04-20,4,,1022.0,,,,,0.33,1022.0,1516.59,6066.36,[],0.0,1516.59,6066.36,EUK 1840843 Rev 01.xlsx,Chrysaor,8,EUK 1840843
EUK 1840843 Rev 01.xlsx - 9,A70243-3,2018-04-20,2,,2267.0,,,,,0.24,2267.0,2975.44,5950.88,[],0.0,2975.44,5950.88,EUK 1840843 Rev 01.xlsx,Chrysaor,9,EUK 1840843
EUK 1840843 Rev 01.xlsx - 10,51184G,2018-04-20,16,,145.0,,,,,0.16,145.0,172.86,2765.76,[],0.0,172.86,2765.76,EUK 1840843 Rev 01.xlsx,Chrysaor,10,EUK 1840843
EUK 1840843 Rev 01.xlsx - 13,A71463-7,2018-04-20,2,,1199.0,,,,,0.38,1199.0,1923.09,3846.18,[],0.0,1923.09,3846.18,EUK 1840843 Rev 01.xlsx,Chrysaor,13,EUK 1840843
EUK 1840843 Rev 01.xlsx - 14,H300667-6,2018-04-20,2,,373.95,,,,,0.5,373.95,747.9,1495.8,[],0.0,747.9,1495.8,EUK 1840843 Rev 01.xlsx,Chrysaor,14,EUK 1840843
EUK 1840843 Rev 01.xlsx - 15,H70755-5,2018-04-20,4,,187.0,,,,,0.5,187.0,374.0,1496.0,[],0.0,374.0,1496.0,EUK 1840843 Rev 01.xlsx,Chrysaor,15,EUK 1840843
EUK 1840843 Rev 01.xlsx - 16,H300667-6,2018-04-20,2,,373.95,,,,,0.5,373.95,747.9,1495.8,[],0.0,747.9,1495.8,EUK 1840843 Rev 01.xlsx,Chrysaor,16,EUK 1840843
EUK 1840843 Rev 01.xlsx - 17,H300431-11,2018-04-20,6,,45.25,,,,,0.67,45.25,135.75,814.5,[],0.0,135.75,814.5,EUK 1840843 Rev 01.xlsx,Chrysaor,17,EUK 1840843
EUK 1840843 Rev 01.xlsx - 18,H300431-12,2018-04-20,6,,172.29,,,,,0.5,172.29,344.59,2067.54,[],0.0,344.59,2067.54,EUK 1840843 Rev 01.xlsx,Chrysaor,18,EUK 1840843
EUK 1840843 Rev 01.xlsx - 19,H300461-1,2018-04-20,12,,16.55,,,,,0.67,16.55,49.65,595.8,[],0.0,49.65,595.8,EUK 1840843 Rev 01.xlsx,Chrysaor,19,EUK 1840843
EUK 1840843 Rev 01.xlsx - 20,H73403-1,2018-04-20,4,,160.0,,,,,0.5,160.0,320.0,1280.0,[],0.0,320.0,1280.0,EUK 1840843 Rev 01.xlsx,Chrysaor,20,EUK 1840843
EUK 1840843 Rev 01.xlsx - 21,H300733-4,2018-04-20,4,,40.0,,,,,0.67,40.0,120.0,480.0,[],0.0,120.0,480.0,EUK 1840843 Rev 01.xlsx,Chrysaor,21,EUK 1840843
EUK 1840843 Rev 01.xlsx - 24,N103126-1,2018-04-20,2,,30.09,,,,,0.67,30.09,90.27,180.54,[],0.0,90.27,180.54,EUK 1840843 Rev 01.xlsx,Chrysaor,24,EUK 1840843
EUK 1840843 Rev 01.xlsx - 25,72096,2018-04-20,90,,0.8,,,,,0.75,0.8,3.2,288.0,[],0.0,3.2,288.0,EUK 1840843 Rev 01.xlsx,Chrysaor,25,EUK 1840843
EUK 1840843 Rev 01.xlsx - 26,72094,2018-04-20,90,,0.58,,,,,0.75,0.58,2.32,208.8,[],0.0,2.32,208.8,EUK 1840843 Rev 01.xlsx,Chrysaor,26,EUK 1840843
EUK 1840843 Rev 01.xlsx - 27,"195000-279, A935788-6, A935788-7",2018-04-20,2,,6.0,,,,,0.75,6.0,24.0,48.0,[],0.0,24.0,48.0,EUK 1840843 Rev 01.xlsx,Chrysaor,27,EUK 1840843
EUK 1840843 Rev 01.xlsx - 28,A145151,2018-04-20,4,,26.5,,,,,0.65,26.5,76.5,306.0,[],0.0,76.5,306.0,EUK 1840843 Rev 01.xlsx,Chrysaor,28,EUK 1840843
EUK 1840843 Rev 01.xlsx - 29,"N103126-1, A930664-5, A930664-6, A306521-1",2018-04-20,2,,30.09,,,,,0.67,30.09,90.27,180.54,[],0.0,90.27,180.54,EUK 1840843 Rev 01.xlsx,Chrysaor,29,EUK 1840843
EUK 1840843 Rev 01.xlsx - 30,A72451-1,2018-04-20,4,,40.79,,,,,0.67,40.79,122.37,489.48,[],0.0,122.37,489.48,EUK 1840843 Rev 01.xlsx,Chrysaor,30,EUK 1840843
EUK 1840843 Rev 01.xlsx - 31,96250-18,2018-04-20,4,,40.48,,,,,0.67,40.48,121.44,485.76,[],0.0,121.44,485.76,EUK 1840843 Rev 01.xlsx,Chrysaor,31,EUK 1840843
EUK 1840843 Rev 01.xlsx - 32,H71697-1,2018-04-20,2,,7310.33,,,,,0.22,7310.33,9402.36,18804.72,[],0.0,9402.36,18804.72,EUK 1840843 Rev 01.xlsx,Chrysaor,32,EUK 1840843
EUK 1840843 Rev 01.xlsx - 33,195000-386,2018-04-20,3,,11.09,,,,,0.67,11.09,33.27,99.81,[],0.0,33.27,99.81,EUK 1840843 Rev 01.xlsx,Chrysaor,33,EUK 1840843
EUK 1840843 Rev 01.xlsx - 34,195000-386,2018-04-20,3,,11.09,,,,,0.67,11.09,33.27,99.81,[],0.0,33.27,99.81,EUK 1840843 Rev 01.xlsx,Chrysaor,34,EUK 1840843
EUK 1840843 Rev 01.xlsx - 35,195000-442,2018-04-20,3,,1.91,,,,,0.75,1.91,7.64,22.92,[],0.0,7.64,22.92,EUK 1840843 Rev 01.xlsx,Chrysaor,35,EUK 1840843
EUK 1840843 Rev 01.xlsx - 36,A71190-3,2018-04-20,3,,74.48,,,,,0.67,74.48,223.44,670.32,[],0.0,223.44,670.32,EUK 1840843 Rev 01.xlsx,Chrysaor,36,EUK 1840843
EUK 1840843 Rev 01.xlsx - 37,195001-381,2018-04-20,3,,5.35,,,,,0.75,5.35,21.4,64.2,[],0.0,21.4,64.2,EUK 1840843 Rev 01.xlsx,Chrysaor,37,EUK 1840843
EUK 1840843 Rev 01.xlsx - 38,195000-441,2018-04-20,12,,1.85,,,,,0.75,1.85,7.4,88.8,[],0.0,7.4,88.8,EUK 1840843 Rev 01.xlsx,Chrysaor,38,EUK 1840843
EUK 1840843 Rev 01.xlsx - 39,195034-244,2018-04-20,12,,11.51,,,,,0.67,11.51,34.53,414.36,[],0.0,34.53,414.36,EUK 1840843 Rev 01.xlsx,Chrysaor,39,EUK 1840843
EUK 1840843 Rev 01.xlsx - 40,193413-311,2018-04-20,6,,8.0,,,,,0.75,8.0,32.0,192.0,[],0.0,32.0,192.0,EUK 1840843 Rev 01.xlsx,Chrysaor,40,EUK 1840843
EUK 1840843 Rev 01.xlsx - 41,D70677-1,2018-04-20,3,,206.0,,,,,0.5,206.0,412.0,1236.0,[],0.0,412.0,1236.0,EUK 1840843 Rev 01.xlsx,Chrysaor,41,EUK 1840843
EUK 1840843 Rev 01.xlsx - 42,6501014600,2018-04-20,6,,3.65,,,,,0.75,3.65,14.6,87.6,[],0.0,14.6,87.6,EUK 1840843 Rev 01.xlsx,Chrysaor,42,EUK 1840843
EUK 1840843 Rev 01.xlsx - 43,A301017-107,2018-04-20,12,,6.5,,,,,0.75,6.5,26.0,312.0,[],0.0,26.0,312.0,EUK 1840843 Rev 01.xlsx,Chrysaor,43,EUK 1840843
EUK 1840843 Rev 01.xlsx - 44,195000-445,2018-04-20,3,,10.31,,,,,0.75,10.31,41.24,123.72,[],0.0,41.24,123.72,EUK 1840843 Rev 01.xlsx,Chrysaor,44,EUK 1840843
EUK 1840843 Rev 01.xlsx - 45,195000-441,2018-04-20,3,,1.85,,,,,0.75,1.85,7.4,22.2,[],0.0,7.4,22.2,EUK 1840843 Rev 01.xlsx,Chrysaor,45,EUK 1840843
EUK 1840843 Rev 01.xlsx - 46,H300664-4,2018-04-20,3,,2.11,,,,,0.75,2.11,8.44,25.32,[],0.0,8.44,25.32,EUK 1840843 Rev 01.xlsx,Chrysaor,46,EUK 1840843
EUK 1840843 Rev 01.xlsx - 47,A70309-5,2018-04-20,12,,35.0,,,,,0.67,35.0,105.0,1260.0,[],0.0,105.0,1260.0,EUK 1840843 Rev 01.xlsx,Chrysaor,47,EUK 1840843
EUK 1840843 Rev 01.xlsx - 48,195000-441,2018-04-20,3,,1.85,,,,,0.75,1.85,7.4,22.2,[],0.0,7.4,22.2,EUK 1840843 Rev 01.xlsx,Chrysaor,48,EUK 1840843
EUK 1840843 Rev 01.xlsx - 49,195034-98,2018-04-20,3,,0.36,,,,,0.75,0.36,1.44,4.32,[],0.0,1.44,4.32,EUK 1840843 Rev 01.xlsx,Chrysaor,49,EUK 1840843
EUK 1840843 Rev 01.xlsx - 50,78042304,2018-04-20,12,,127.44,,,,,0.5,127.44,254.88,3058.56,[],0.0,254.88,3058.56,EUK 1840843 Rev 01.xlsx,Chrysaor,50,EUK 1840843
EUK 1840843 Rev 01.xlsx - 51,195000-441,2018-04-20,3,,1.85,,,,,0.75,1.85,7.4,22.2,[],0.0,7.4,22.2,EUK 1840843 Rev 01.xlsx,Chrysaor,51,EUK 1840843
EUK 1840843 Rev 01.xlsx - 52,195000-445,2018-04-20,3,,10.31,,,,,0.5,10.31,20.62,61.86,[],0.0,20.62,61.86,EUK 1840843 Rev 01.xlsx,Chrysaor,52,EUK 1840843
EUK 1840843 Rev 01.xlsx - 53,195034-262,2018-04-20,12,,1.55,,,,,0.75,1.55,6.2,74.4,[],0.0,6.2,74.4,EUK 1840843 Rev 01.xlsx,Chrysaor,53,EUK 1840843
EUK 1963695 Rev 0.xlsx - 1,R130947-1A069,2018-11-29,4,,13095.76,,,,,0.3,13095.76,18708.23,74832.91,[],0.0,18708.23,74832.91,EUK 1963695 Rev 0.xlsx,Chrysaor,1,EUK 1963695
EUK 1963695 Rev 0.xlsx - 2,51184G,2018-11-29,4,,152.25,,,,,0.4,152.25,253.75,1015.0,[],0.0,253.75,1015.0,EUK 1963695 Rev 0.xlsx,Chrysaor,2,EUK 1963695
EUK 1963695 Rev 0.xlsx - 3,A301116-91,2018-11-29,32,,4.73,,,,,0.75,4.73,18.92,605.43,[],0.0,18.92,605.43,EUK 1963695 Rev 0.xlsx,Chrysaor,3,EUK 1963695
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 1,A949382-7C26,1899-12-29,1,,405320.42,6195.0,11146.31,,,0.26,422661.73,574828.3,574828.3,[],0.0,574828.3,574828.3,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,1,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 2,A949489-4C26,1899-12-29,1,,72068.62,965.0,1981.89,,,0.41,75015.51,127411.25,127411.25,[],0.0,127411.25,127411.25,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,2,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 3,H150079-1C26,1899-12-29,1,,1964.0,,,,,0.51,1964.0,4047.95,4047.95,[],0.0,4047.95,4047.95,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,3,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 4,A154958-1,1899-12-29,1,,5736.61,795.0,157.76,,,0.27,6689.37,9168.45,9168.45,[],0.0,9168.45,9168.45,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,4,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 5,D70370-2,1899-12-29,1,,762.0,,,,,0.48,762.0,1463.95,1463.95,[],0.0,1463.95,1463.95,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,5,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 6,H90242-6,1899-12-29,1,,1372.0,,,,,0.42,1372.0,2375.0,2375.0,[],0.0,2375.0,2375.0,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,6,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 7,A164204-1C26,1899-12-29,1,,27240.09,765.0,749.1,,,0.44,28754.19,51603.59,51603.59,[],0.0,51603.59,51603.59,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,7,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 8,66186,1899-12-29,1,,1279.0,,,,,0.27,1279.0,1754.17,1754.17,[],0.0,1754.17,1754.17,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,8,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 9,A175204-2C26,1899-12-29,1,,37663.79,1165.0,1035.75,,,0.44,39864.54,71739.9,71739.9,[],0.0,71739.9,71739.9,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,9,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 10,A949656-1,1899-12-29,1,,2845.96,745.0,78.26,,,0.39,3669.22,6017.4,6017.4,[],0.0,6017.4,6017.4,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,10,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 11,A71463-5,1899-12-29,1,,1690.0,,,,,0.27,1690.0,2303.3,2303.3,[],0.0,2303.3,2303.3,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,11,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 12,A949235-8C26,1899-12-29,1,,38841.09,795.0,1068.13,1000.0,4500.0,0.39,46204.22,76329.9,76329.9,[],0.0,76329.9,76329.9,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,12,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 13,A949130-3C26,1899-12-29,1,,112036.9,960.0,3081.01,,,0.43,116077.91,202374.9,202374.9,[],0.0,202374.9,202374.9,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,13,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 14,H220541-1,1899-12-29,1,,4389.14,765.0,120.7,,,0.53,5274.84,11193.3,11193.3,[],0.0,11193.3,11193.3,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,14,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 15,A73235-5C26,1899-12-29,1,,7407.27,735.0,203.7,,,0.24,8345.97,10945.9,10945.9,[],0.0,10945.9,10945.9,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,15,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 16,A949181-5C26,1899-12-29,1,,29405.14,745.0,808.64,1000.0,1500.0,0.52,33458.78,69377.4,69377.4,[],0.0,69377.4,69377.4,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,16,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 17,A949110-2C26,1899-12-29,1,,75793.1,940.0,2084.31,,,0.51,78817.41,162058.5,162058.5,[],0.0,162058.5,162058.5,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,17,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 18,A114238-1,1899-12-29,1,,4547.75,775.0,125.06,,,0.58,5447.81,13071.6,13071.6,[],0.0,13071.6,13071.6,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,18,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 19,A114237-1C26,1899-12-29,1,,2611.5,775.0,71.82,,,0.79,3458.32,16652.66,16652.66,[],0.0,16652.66,16652.66,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,19,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 20,A116136-7C26,1899-12-29,1,,6260.64,765.0,172.17,1000.0,1500.0,0.44,9697.81,17467.2,17467.2,[],0.0,17467.2,17467.2,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,20,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 21,A114235-9C26,1899-12-29,1,,42739.59,940.0,1175.34,,,0.58,44854.93,105690.6,105690.6,[],0.0,105690.6,105690.6,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,21,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 22,A951406-3C26,1899-12-29,1,,45955.73,2075.0,1263.78,,,0.31,49294.51,71043.85,71043.85,[],0.0,71043.85,71043.85,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,22,
2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx - 23,A951406-4C26,1899-12-29,1,,34154.5,2075.0,939.25,,,0.25,37168.75,49628.95,49628.95,[],0.0,49628.95,49628.95,2017 01 11 EUK 1574728 XT WH Equip MA Pricing.xlsx,Chrysaor prev COP,23,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 1,H134012-11C26,1899-12-29,1,,9215.67,650.0,253.43,,,0.33,10119.1,15103.0,15103.0,[],0.0,15103.0,15103.0,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,1,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 2,H134012-12C26,1899-12-29,1,,9297.55,650.0,255.68,,,0.33,10203.23,15334.0,15334.0,[],0.0,15334.0,15334.0,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,2,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 3,A949376-5C26,1899-12-29,1,,10411.75,750.0,286.32,,,0.37,11448.07,18316.0,18316.0,[],0.0,18316.0,18316.0,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,3,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 4,H135801-106C26,1899-12-29,1,,6719.55,600.0,184.79,,,0.46,7504.34,13916.0,13916.0,[],0.0,13916.0,13916.0,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,4,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 5,A949305-2C26,1899-12-29,1,,6457.7,650.0,177.59,,,0.47,7285.29,13709.0,13709.0,[],0.0,13709.0,13709.0,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,5,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 6,A949764-2,1899-12-29,1,,224.0,,,,,0.71,224.0,779.6,779.6,[],0.0,779.6,779.6,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,6,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 7,H90029-6,1899-12-29,1,,537.0,,,,,0.53,537.0,1143.35,1143.35,[],0.0,1143.35,1143.35,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,7,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 8,H134242-2,1899-12-29,1,,285.0,,,,,0.47,285.0,540.28,540.28,[],0.0,540.28,540.28,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,8,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 9,A149236-1,1899-12-29,1,,2460.0,,,,,0.61,2460.0,6266.94,6266.94,[],0.0,6266.94,6266.94,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,9,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 10,A145151,1899-12-29,1,,25.0,,,,,0.58,25.0,60.24,60.24,[],0.0,60.24,60.24,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,10,
2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx - 11,A300800-2,1899-12-29,1,,5.0,,,,,0.73,5.0,18.53,18.53,[],0.0,18.53,18.53,2017 01 13 EUK 1574728 XT WH Materials MA Pricing.xlsx,Chrysaor prev COP,11,
