ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number,Deal Machine ID
Spares CM - Premier - Rev 01.xlsx - 1.12,A300775-114ref,2017-08-28,8,,25.24,,,,,0.67,25.24,75.71,605.68,[],0.0,75.71,605.68,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.12,
Spares CM - Premier - Rev 01.xlsx - 1.13,H300112-113,2017-08-28,8,,3.69,,,,,0.75,3.69,14.77,118.16,[],0.0,14.77,118.16,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.13,
Spares CM - Premier - Rev 01.xlsx - 1.14,H300431-3,2017-08-28,2,,80.83,,,,,0.67,80.83,242.49,484.98,[],0.0,242.49,484.98,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.14,
Spares CM - Premier - Rev 01.xlsx - 1.18,H139000-124ref,2017-08-28,2,,185.0,,,,,0.5,185.0,370.0,740.0,[],0.0,370.0,740.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.18,
Spares CM - Premier - Rev 01.xlsx - 1.19,A300175-3,2017-08-28,1,,4.86,,,,,0.75,4.86,19.44,19.44,[],0.0,19.44,19.44,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.19,
Spares CM - Premier - Rev 01.xlsx - 1.21,A300066-44,2017-08-28,8,,13.2,,,,,0.67,13.2,39.6,316.8,[],0.0,39.6,316.8,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.21,
Spares CM - Premier - Rev 01.xlsx - 1.24,H300117-586,2017-08-28,8,,25.23,,,,,0.67,25.23,75.69,605.52,[],0.0,75.69,605.52,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.24,
Spares CM - Premier - Rev 01.xlsx - 1.25,H300220-6,2017-08-28,2,,10.72,,,,,0.67,10.72,32.16,64.32,[],0.0,32.16,64.32,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.25,
Spares CM - Premier - Rev 01.xlsx - 1.27,126757,2017-08-28,4,,58.0,,,,,0.67,58.0,173.99,695.96,[],0.0,173.99,695.96,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.27,
Spares CM - Premier - Rev 01.xlsx - 1.28,H139000-150,2017-08-28,1,,148.17,,,,,0.5,148.17,296.34,296.34,[],0.0,296.34,296.34,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.28,
Spares CM - Premier - Rev 01.xlsx - 1.29,D70370-1,2017-08-28,1,,260.45,,,,,0.5,260.45,520.91,520.91,[],0.0,520.91,520.91,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.29,
Spares CM - Premier - Rev 01.xlsx - 1.31,H139000-270,2017-08-28,1,,424.0,,,,,0.5,424.0,848.0,848.0,[],0.0,848.0,848.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.31,
Spares CM - Premier - Rev 01.xlsx - 1.32,H134242-4,2017-08-28,1,,67.2,,,,,0.67,67.2,201.6,201.6,[],0.0,201.6,201.6,Spares CM - Premier - Rev 01.xlsx,Premier Oil,1.32,
Spares CM - Premier - Rev 01.xlsx - 2.4,364109,2017-08-28,4,,258.94,,,,,0.5,258.94,517.89,2071.56,[],0.0,517.89,2071.56,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.4,
Spares CM - Premier - Rev 01.xlsx - 2.5,343877,2017-08-28,4,,66.06,,,,,0.67,66.06,198.17,792.68,[],0.0,198.17,792.68,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.5,
Spares CM - Premier - Rev 01.xlsx - 2.6,305250,2017-08-28,2,,60.96,,,,,0.67,60.96,182.87,365.74,[],0.0,182.87,365.74,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.6,
Spares CM - Premier - Rev 01.xlsx - 2.7,345781,2017-08-28,2,,973.8,,,,,0.5,973.8,1947.61,3895.22,[],0.0,1947.61,3895.22,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.7,
Spares CM - Premier - Rev 01.xlsx - 2.9,305255,2017-08-28,2,,44.26,,,,,0.67,44.26,132.79,265.58,[],0.0,132.79,265.58,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.9,
Spares CM - Premier - Rev 01.xlsx - 2.1,372529,2017-08-28,2,,110.66,,,,,0.5,110.66,221.32,442.64,[],0.0,221.32,442.64,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.1,
Spares CM - Premier - Rev 01.xlsx - 2.11,306569,2017-08-28,2,,112.15,,,,,0.5,112.15,224.3,448.6,[],0.0,224.3,448.6,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.11,
Spares CM - Premier - Rev 01.xlsx - 2.15,C19310-02,2017-08-28,8,,7.54,,,,,0.75,7.54,30.16,241.28,[],0.0,30.16,241.28,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.15,
Spares CM - Premier - Rev 01.xlsx - 2.16,C5931-22,2017-08-28,4,,6.65,,,,,0.75,6.65,26.6,106.4,[],0.0,26.6,106.4,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.16,
Spares CM - Premier - Rev 01.xlsx - 2.17,325576,2017-08-28,2,,3.01,,,,,0.75,3.01,12.04,24.08,[],0.0,12.04,24.08,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.17,
Spares CM - Premier - Rev 01.xlsx - 2.19,305252,2017-08-28,2,,1.07,,,,,0.75,1.07,4.28,8.56,[],0.0,4.28,8.56,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.19,
Spares CM - Premier - Rev 01.xlsx - 2.2,C5929-05,2017-08-28,2,,1.07,,,,,0.75,1.07,4.28,8.56,[],0.0,4.28,8.56,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.2,
Spares CM - Premier - Rev 01.xlsx - 2.21,324326,2017-08-28,2,,22.84,,,,,0.67,22.84,68.53,137.06,[],0.0,68.53,137.06,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.21,
Spares CM - Premier - Rev 01.xlsx - 2.22,324101,2017-08-28,2,,2.1,,,,,0.75,2.1,8.4,16.8,[],0.0,8.4,16.8,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.22,
Spares CM - Premier - Rev 01.xlsx - 2.23,304833,2017-08-28,2,,0.94,,,,,0.75,0.94,3.75,7.5,[],0.0,3.75,7.5,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.23,
Spares CM - Premier - Rev 01.xlsx - 2.24,342991,2017-08-28,2,,8.41,,,,,0.75,8.41,33.64,67.28,[],0.0,33.64,67.28,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.24,
Spares CM - Premier - Rev 01.xlsx - 2.25,319844,2017-08-28,2,,0.06,,,,,0.75,0.06,0.23,0.45,[],0.0,0.23,0.45,Spares CM - Premier - Rev 01.xlsx,Premier Oil,2.25,
Spares CM - Premier - Rev 01.xlsx - 3.1,H190972-3ref,2017-08-28,1,,9500.0,,,,,0.35,9500.0,14615.38,14615.38,[],0.0,14615.38,14615.38,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.1,
Spares CM - Premier - Rev 01.xlsx - 3.4,H130151-31,2017-08-28,1,,543.0,,,,,0.5,543.0,1086.0,1086.0,[],0.0,1086.0,1086.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.4,
Spares CM - Premier - Rev 01.xlsx - 3.6,H300430-26,2017-08-28,2,,74.92,,,,,0.67,74.92,224.76,449.52,[],0.0,224.76,449.52,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.6,
Spares CM - Premier - Rev 01.xlsx - 3.7,H133451-3,2017-08-28,1,,3225.0,,,,,0.35,3225.0,4961.54,4961.54,[],0.0,4961.54,4961.54,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.7,
Spares CM - Premier - Rev 01.xlsx - 3.8,H133400-13,2017-08-28,2,,1330.0,,,,,0.5,1330.0,2659.99,5319.98,[],0.0,2659.99,5319.98,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.8,
Spares CM - Premier - Rev 01.xlsx - 3.9,H133530-12,2017-08-28,2,,216.98,,,,,0.5,216.98,433.96,867.92,[],0.0,433.96,867.92,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.9,
Spares CM - Premier - Rev 01.xlsx - 3.11,H185706-6,2017-08-28,2,,43.5,,,,,0.67,43.5,130.5,261.0,[],0.0,130.5,261.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.11,
Spares CM - Premier - Rev 01.xlsx - 3.12,H185706-7,2017-08-28,1,,43.5,,,,,0.67,43.5,130.5,130.5,[],0.0,130.5,130.5,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.12,
Spares CM - Premier - Rev 01.xlsx - 3.13,H185706-8,2017-08-28,1,,43.5,,,,,0.67,43.5,130.5,130.5,[],0.0,130.5,130.5,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.13,
Spares CM - Premier - Rev 01.xlsx - 3.14,H185706-9,2017-08-28,2,,43.5,,,,,0.67,43.5,130.5,261.0,[],0.0,130.5,261.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.14,
Spares CM - Premier - Rev 01.xlsx - 3.15,H185706-10,2017-08-28,1,,43.5,,,,,0.67,43.5,130.5,130.5,[],0.0,130.5,130.5,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.15,
Spares CM - Premier - Rev 01.xlsx - 3.17,H133531-9,2017-08-28,1,,1116.5,,,,,0.5,1116.5,2233.0,2233.0,[],0.0,2233.0,2233.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.17,
Spares CM - Premier - Rev 01.xlsx - 3.2,193521-1,2017-08-28,1,,21.75,,,,,0.67,21.75,65.25,65.25,[],0.0,65.25,65.25,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.2,
Spares CM - Premier - Rev 01.xlsx - 3.21,199860-29,2017-08-28,1,,4.07,,,,,0.75,4.07,16.28,16.28,[],0.0,16.28,16.28,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.21,
Spares CM - Premier - Rev 01.xlsx - 3.22,H133672-1ref,2017-08-28,1,,1097.0,,,,,0.5,1097.0,2194.0,2194.0,[],0.0,2194.0,2194.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.22,
Spares CM - Premier - Rev 01.xlsx - 3.23,195000-235,2017-08-28,1,,0.31,,,,,0.75,0.31,1.24,1.24,[],0.0,1.24,1.24,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.23,
Spares CM - Premier - Rev 01.xlsx - 3.24,195000-253,2017-08-28,1,,1.0,,,,,0.75,1.0,4.0,4.0,[],0.0,4.0,4.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.24,
Spares CM - Premier - Rev 01.xlsx - 3.25,H300431-3,2017-08-28,1,,80.83,,,,,0.67,80.83,242.49,242.49,[],0.0,242.49,242.49,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.25,
Spares CM - Premier - Rev 01.xlsx - 3.29,195000-253ref,2017-08-28,2,,1.0,,,,,0.75,1.0,4.0,8.0,[],0.0,4.0,8.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.29,
Spares CM - Premier - Rev 01.xlsx - 3.3,H133530-12,2017-08-28,2,,216.98,,,,,0.5,216.98,433.96,867.92,[],0.0,433.96,867.92,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.3,
Spares CM - Premier - Rev 01.xlsx - 3.31,H130896-5,2017-08-28,1,,26.86,,,,,0.67,26.86,80.58,80.58,[],0.0,80.58,80.58,Spares CM - Premier - Rev 01.xlsx,Premier Oil,3.31,
Spares CM - Premier - Rev 01.xlsx - 4.4,71510376,2017-08-28,1,,100.78,,,,,0.5,100.78,201.57,201.57,[],0.0,201.57,201.57,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.4,
Spares CM - Premier - Rev 01.xlsx - 4.5,H256341-1,2017-08-28,1,,219.11,,,,,0.5,219.11,438.21,438.21,[],0.0,438.21,438.21,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.5,
Spares CM - Premier - Rev 01.xlsx - 4.7,83-000-236-86,2017-08-28,1,,0.19,,,,,0.75,0.19,0.75,0.75,[],0.0,0.75,0.75,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.7,
Spares CM - Premier - Rev 01.xlsx - 4.8,71510415,2017-08-28,1,,3.52,,,,,0.75,3.52,14.07,14.07,[],0.0,14.07,14.07,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.8,
Spares CM - Premier - Rev 01.xlsx - 4.9,71510420,2017-08-28,1,,4.26,,,,,0.75,4.26,17.03,17.03,[],0.0,17.03,17.03,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.9,
Spares CM - Premier - Rev 01.xlsx - 4.1,70510036,2017-08-28,8.25,,0.35,,,,,0.75,0.35,1.39,11.45,[],0.0,1.39,11.45,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.1,
Spares CM - Premier - Rev 01.xlsx - 4.11,A025-002,2017-08-28,1,,15.22,,,,,0.67,15.22,45.66,45.66,[],0.0,45.66,45.66,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.11,
Spares CM - Premier - Rev 01.xlsx - 4.14,364109,2017-08-28,2,,258.94,,,,,0.5,258.94,517.89,1035.78,[],0.0,517.89,1035.78,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.14,
Spares CM - Premier - Rev 01.xlsx - 4.15,375328,2017-08-28,2,,117.17,,,,,0.5,117.17,234.34,468.68,[],0.0,234.34,468.68,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.15,
Spares CM - Premier - Rev 01.xlsx - 4.16,364110,2017-08-28,1,,973.8,,,,,0.5,973.8,1947.61,1947.61,[],0.0,1947.61,1947.61,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.16,
Spares CM - Premier - Rev 01.xlsx - 4.18000000000001,355602,2017-08-28,1,,1.37,,,,,0.75,1.37,5.48,5.48,[],0.0,5.48,5.48,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.18000000000001,
Spares CM - Premier - Rev 01.xlsx - 4.19000000000001,305255,2017-08-28,1,,44.26,,,,,0.67,44.26,132.79,132.79,[],0.0,132.79,132.79,Spares CM - Premier - Rev 01.xlsx,Premier Oil,4.19000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.5,304432,2017-08-28,2,,82.9,,,,,0.67,82.9,248.7,497.4,[],0.0,248.7,497.4,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.5,
Spares CM - Premier - Rev 01.xlsx - 5.6,308018,2017-08-28,2,,29.65,,,,,0.67,29.65,88.95,177.9,[],0.0,88.95,177.9,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.6,
Spares CM - Premier - Rev 01.xlsx - 5.7,304612,2017-08-28,1,,12.04,,,,,0.67,12.04,36.12,36.12,[],0.0,36.12,36.12,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.7,
Spares CM - Premier - Rev 01.xlsx - 5.8,325318,2017-08-28,1,,294.91,,,,,0.5,294.91,589.82,589.82,[],0.0,589.82,589.82,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.8,
Spares CM - Premier - Rev 01.xlsx - 5.1,30-2019-0184,2017-08-28,1,,13.93,,,,,0.67,13.93,41.78,41.78,[],0.0,41.78,41.78,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.1,
Spares CM - Premier - Rev 01.xlsx - 5.11,303785,2017-08-28,1,,73.04,,,,,0.67,73.04,219.11,219.11,[],0.0,219.11,219.11,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.11,
Spares CM - Premier - Rev 01.xlsx - 5.12,342991,2017-08-28,1,,8.41,,,,,0.75,8.41,33.64,33.64,[],0.0,33.64,33.64,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.12,
Spares CM - Premier - Rev 01.xlsx - 5.14,305813,2017-08-28,1,,29.97,,,,,0.67,29.97,89.91,89.91,[],0.0,89.91,89.91,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.14,
Spares CM - Premier - Rev 01.xlsx - 5.17,S077-001,2017-08-28,4,,5.72,,,,,0.75,5.72,22.88,91.52,[],0.0,22.88,91.52,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.17,
Spares CM - Premier - Rev 01.xlsx - 5.18000000000001,S076-001,2017-08-28,2,,6.35,,,,,0.75,6.35,25.4,50.8,[],0.0,25.4,50.8,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.18000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.19000000000001,325240,2017-08-28,1,,440.0,,,,,0.5,440.0,880.0,880.0,[],0.0,880.0,880.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.19000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.20000000000001,302570,2017-08-28,1,,0.85,,,,,0.75,0.85,3.4,3.4,[],0.0,3.4,3.4,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.20000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.22000000000001,C5929-05,2017-08-28,1,,1.07,,,,,0.75,1.07,4.28,4.28,[],0.0,4.28,4.28,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.22000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.23000000000001,304861,2017-08-28,1,,13.17,,,,,0.67,13.17,39.5,39.5,[],0.0,39.5,39.5,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.23000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.24000000000001,304833,2017-08-28,1,,0.94,,,,,0.75,0.94,3.75,3.75,[],0.0,3.75,3.75,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.24000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.25000000000001,323757,2017-08-28,1,,1.98,,,,,0.75,1.98,7.91,7.91,[],0.0,7.91,7.91,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.25000000000001,
Spares CM - Premier - Rev 01.xlsx - 5.27000000000001,319844,2017-08-28,1,,0.06,,,,,0.76,0.06,0.23,0.23,[],0.0,0.23,0.23,Spares CM - Premier - Rev 01.xlsx,Premier Oil,5.27000000000001,
Spares CM - Premier - Rev 01.xlsx - 7.5,H139000-270ref,2017-08-28,2,,424.0,,,,,0.5,424.0,848.0,1696.0,[],0.0,848.0,1696.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,7.5,
Spares CM - Premier - Rev 01.xlsx - 7.6,H134242-4,2017-08-28,2,,67.2,,,,,0.67,67.2,201.6,403.2,[],0.0,201.6,403.2,Spares CM - Premier - Rev 01.xlsx,Premier Oil,7.6,
Spares CM - Premier - Rev 01.xlsx - 7.7,H139000-54ref,2017-08-28,1,,230.0,,,,,0.5,230.0,460.0,460.0,[],0.0,460.0,460.0,Spares CM - Premier - Rev 01.xlsx,Premier Oil,7.7,
Spares CM - Premier.xlsx - 1,142793,2017-06-28,4,,278.0,,,,,0.5,278.0,556.0,2224.0,[],0.0,556.0,2224.0,Spares CM - Premier.xlsx,Premier Oil,1,
Spares CM - Premier.xlsx - 2,N185059-419Ref.,2017-06-28,16,,18.85,,,,,0.67,18.85,56.56,904.96,[],0.0,56.56,904.96,Spares CM - Premier.xlsx,Premier Oil,2,
Spares CM - Premier.xlsx - 3,A300175-3,2017-06-28,2,,4.86,,,,,0.75,4.86,19.44,38.88,[],0.0,19.44,38.88,Spares CM - Premier.xlsx,Premier Oil,3,
Spares CM - Premier.xlsx - 4,A289035-1,2017-06-28,1,,61.19,,,,,0.67,61.19,183.57,183.57,[],0.0,183.57,183.57,Spares CM - Premier.xlsx,Premier Oil,4,
Spares CM - Premier.xlsx - 5,A289035-2,2017-06-28,1,,61.05,,,,,0.67,61.05,183.15,183.15,[],0.0,183.15,183.15,Spares CM - Premier.xlsx,Premier Oil,5,
Spares CM - Premier.xlsx - 1,A930886-147,2017-06-28,2,,867.37,,,,,0.5,867.37,1734.74,3469.48,[],0.0,1734.74,3469.48,Spares CM - Premier.xlsx,Premier Oil,1,
Spares CM - Premier.xlsx - 3,H139000-305,2017-06-28,3,,95.0,,,,,0.5,95.0,190.0,570.0,[],0.0,190.0,570.0,Spares CM - Premier.xlsx,Premier Oil,3,
Spares CM - Premier.xlsx - 4,A145151,2017-06-28,3,,26.5,,,,,0.67,26.5,79.5,238.5,[],0.0,79.5,238.5,Spares CM - Premier.xlsx,Premier Oil,4,
Spares CM - Premier.xlsx - 5,A72974-3,2017-06-28,3,,320.0,,,,,0.5,320.0,640.0,1920.0,[],0.0,640.0,1920.0,Spares CM - Premier.xlsx,Premier Oil,5,
Spares CM - Premier.xlsx - 6,N185059-419Ref.,2017-06-28,32,,18.85,,,,,0.67,18.85,56.56,1809.92,[],0.0,56.56,1809.92,Spares CM - Premier.xlsx,Premier Oil,6,
Spares CM - Premier.xlsx - 7,A300175-3,2017-06-28,4,,4.86,,,,,0.75,4.86,19.44,77.76,[],0.0,19.44,77.76,Spares CM - Premier.xlsx,Premier Oil,7,
Spares CM - Premier.xlsx - 8,N185059-212,2017-06-28,16,,682.98,,,,,0.5,682.98,1365.96,21855.35,[],0.0,1365.96,21855.35,Spares CM - Premier.xlsx,Premier Oil,8,
Spares CM - Premier.xlsx - 9,H139000-270ref,2017-06-28,2,,424.0,,,,,0.5,424.0,848.0,1696.0,[],0.0,848.0,1696.0,Spares CM - Premier.xlsx,Premier Oil,9,
Spares CM - Premier.xlsx - 10,H134242-4,2017-06-28,2,,67.2,,,,,0.67,67.2,201.6,403.2,[],0.0,201.6,403.2,Spares CM - Premier.xlsx,Premier Oil,10,
Spares CM - Premier.xlsx - 11,A930886-47,2017-06-28,2,,563.47,,,,,0.5,563.47,1126.94,2253.88,[],0.0,1126.94,2253.88,Spares CM - Premier.xlsx,Premier Oil,11,
Spares CM - Premier.xlsx - 12,A290126-2,2017-06-28,1,,578.43,,,,,0.5,578.43,1156.85,1156.85,[],0.0,1156.85,1156.85,Spares CM - Premier.xlsx,Premier Oil,12,
Spares CM - Premier.xlsx - 13,H139000-304,2017-06-28,1,,1148.0,,,,,0.5,1148.0,2296.0,2296.0,[],0.0,2296.0,2296.0,Spares CM - Premier.xlsx,Premier Oil,13,
Spares CM - Premier.xlsx - 1,H395425-1ref,2017-06-28,1,,4571.36,,,,,0.35,4571.36,7032.86,7032.86,[],0.0,7032.86,7032.86,Spares CM - Premier.xlsx,Premier Oil,1,
Spares CM - Premier.xlsx - 2,H397251-1,2017-06-28,1,,14897.94,,,,,0.35,14897.94,22919.91,22919.91,[],0.0,22919.91,22919.91,Spares CM - Premier.xlsx,Premier Oil,2,
Spares CM - Premier.xlsx - 3,H397246-1,2017-06-28,1,,1950.0,,,,,0.5,1950.0,3900.0,3900.0,[],0.0,3900.0,3900.0,Spares CM - Premier.xlsx,Premier Oil,3,
Spares CM - Premier.xlsx - 4,H395426-1,2017-06-28,1,,2300.0,,,,,0.5,2300.0,4600.0,4600.0,[],0.0,4600.0,4600.0,Spares CM - Premier.xlsx,Premier Oil,4,
Spares CM - Premier.xlsx - 5,H395428-1,2017-06-28,1,,2150.0,,,,,0.5,2150.0,4300.0,4300.0,[],0.0,4300.0,4300.0,Spares CM - Premier.xlsx,Premier Oil,5,
Spares CM - Premier.xlsx - 6,H397249-1,2017-06-28,1,,2400.0,,,,,0.5,2400.0,4800.0,4800.0,[],0.0,4800.0,4800.0,Spares CM - Premier.xlsx,Premier Oil,6,
Spares CM - Premier.xlsx - 7,H410926-1,2017-06-28,1,,1360.0,,,,,0.5,1360.0,2720.0,2720.0,[],0.0,2720.0,2720.0,Spares CM - Premier.xlsx,Premier Oil,7,
Spares CM - Premier.xlsx - 8,H367647-2,2017-06-28,2,,450.0,,,,,0.5,450.0,900.0,1800.0,[],0.0,900.0,1800.0,Spares CM - Premier.xlsx,Premier Oil,8,
Spares CM - Premier.xlsx - 3,H397246-1,2017-06-28,1,,1950.0,,,,,0.5,1950.0,3900.0,3900.0,[],0.0,3900.0,3900.0,Spares CM - Premier.xlsx,Premier Oil,3,
Spares CM - Premier.xlsx - 4,H395426-1,2017-06-28,1,,2300.0,,,,,0.5,2300.0,4600.0,4600.0,[],0.0,4600.0,4600.0,Spares CM - Premier.xlsx,Premier Oil,4,
Spares CM - Premier.xlsx - 5,H395428-1,2017-06-28,1,,2150.0,,,,,0.5,2150.0,4300.0,4300.0,[],0.0,4300.0,4300.0,Spares CM - Premier.xlsx,Premier Oil,5,
Spares CM - Premier.xlsx - 6,H397249-1,2017-06-28,1,,2400.0,,,,,0.5,2400.0,4800.0,4800.0,[],0.0,4800.0,4800.0,Spares CM - Premier.xlsx,Premier Oil,6,
Spares CM - Premier.xlsx - 7,H410926-1,2017-06-28,1,,1360.0,,,,,0.5,1360.0,2720.0,2720.0,[],0.0,2720.0,2720.0,Spares CM - Premier.xlsx,Premier Oil,7,
Spares CM - Premier.xlsx - 8,H367647-2,2017-06-28,2,,450.0,,,,,0.5,450.0,900.0,1800.0,[],0.0,900.0,1800.0,Spares CM - Premier.xlsx,Premier Oil,8,
Spares CM - Premier.xlsx - 1,A930664-2,2017-06-28,2,,670.0,,,,,0.5,670.0,1340.0,2680.0,[],0.0,1340.0,2680.0,Spares CM - Premier.xlsx,Premier Oil,1,
Spares CM - Premier.xlsx - 2,A935788-1,2017-06-28,2,,285.0,,,,,0.5,285.0,570.0,1140.0,[],0.0,570.0,1140.0,Spares CM - Premier.xlsx,Premier Oil,2,
Spares CM - Premier.xlsx - 3,H301275-225,2017-06-28,8,,12.9,,,,,0.67,12.9,38.7,309.6,[],0.0,38.7,309.6,Spares CM - Premier.xlsx,Premier Oil,3,
Spares CM - Premier.xlsx - 4,A300804-62,2017-06-28,2,,195.7,,,,,0.5,195.7,391.39,782.78,[],0.0,391.39,782.78,Spares CM - Premier.xlsx,Premier Oil,4,
Spares CM - Premier.xlsx - 5,A300800-62,2017-06-28,2,,148.18,,,,,0.5,148.18,296.35,592.7,[],0.0,296.35,592.7,Spares CM - Premier.xlsx,Premier Oil,5,
Spares CM - Premier.xlsx - 6,A145151,2017-06-28,2,,26.5,,,,,0.67,26.5,79.5,159.0,[],0.0,79.5,159.0,Spares CM - Premier.xlsx,Premier Oil,6,
Spares CM - Premier.xlsx - 7,A935788-3,2017-06-28,1,,960.0,,,,,0.5,960.0,1920.0,1920.0,[],0.0,1920.0,1920.0,Spares CM - Premier.xlsx,Premier Oil,7,
Spares CM - Premier.xlsx - 8,N103126-1,2017-06-28,1,,27.35,,,,,0.67,27.35,82.05,82.05,[],0.0,82.05,82.05,Spares CM - Premier.xlsx,Premier Oil,8,
Spares CM - Premier.xlsx - 9,R107625-11,2017-06-28,1,,328.0,,,,,0.5,328.0,656.0,656.0,[],0.0,656.0,656.0,Spares CM - Premier.xlsx,Premier Oil,9,
Spares CM - Premier.xlsx - 10,R107625-10,2017-06-28,1,,195.0,,,,,0.5,195.0,390.0,390.0,[],0.0,390.0,390.0,Spares CM - Premier.xlsx,Premier Oil,10,
Spares CM - Premier.xlsx - 11,A300232-6,2017-06-28,1,,4.35,,,,,0.75,4.35,17.4,17.4,[],0.0,17.4,17.4,Spares CM - Premier.xlsx,Premier Oil,11,
Spares CM - Premier.xlsx - 12,A300231-6,2017-06-28,1,,4.65,,,,,0.75,4.65,18.6,18.6,[],0.0,18.6,18.6,Spares CM - Premier.xlsx,Premier Oil,12,
Spares CM - Premier.xlsx - 13,H274404-1,2017-06-28,1,,2014.44,,,,,0.5,2014.44,4028.89,4028.89,[],0.0,4028.89,4028.89,Spares CM - Premier.xlsx,Premier Oil,13,
